Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot5, Male, Spatial, 1, far_l_bottom_mid, -51, 1.16, -5.31, -51, 1.71179, -3.905753, 1.508768, , , 
pilot5, Male, Spatial, 2, front_l_mid_mid, -1.78, 2.48, -2.86, -1.780001, 2.066836, -2.371344, 0.6399136, , , 
pilot5, Male, Spatial, 3, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.092215, 1.394903, 4.58424, , , 
pilot5, Male, Spatial, 4, front_l_midmid_top, -1.78, 4.48, -4.11, -1.78, 1.648367, -4.336894, 2.840709, , , 
pilot5, Male, Spatial, 5, mid_l_midmid_bottom, -27.05, 0.086, -4.11, -27.05, 1.927365, 3.297044, 7.632492, , , 
pilot5, Male, Spatial, 6, far_r_midmid_bottom, -51, 0.086, 4.55, -51, 2.142936, 1.749978, 3.47435, , , 
pilot5, Male, Temporal, 1, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 2.6379083, 0.9079083
pilot5, Male, Temporal, 2, mid_l_mid, -27.05, 2.69, -5.4, , , , ,4.97, 4.1265675, -0.8434325
pilot5, Male, Temporal, 3, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 3.182778, -5.067222
pilot5, Male, Temporal, 4, mid_r_bottom_mid, -27.05, 1.16, 5.94, , , , ,4.97, 3.7442518, -1.2257482
pilot5, Male, Temporal, 5, front_l_mid_top, -1.78, 4.48, -2.86, , , , ,1.73, 3.3922561, 1.6622561
pilot5, Male, Temporal, 6, far_r_mid_top, -51, 4.48, 3.09, , , , ,8.25, 5.1678984, -3.0821016
pilot5, Male, Spatial, 1, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.028818, 1.293455, 4.69335, , , 
pilot5, Male, Spatial, 2, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 1.901985, 2.853219, 3.174707, , , 
pilot5, Male, Spatial, 3, far_l_bottom_mid, -51, 1.16, -5.31, -51, 1.800558, -4.501761, 1.031293, , , 
pilot5, Male, Spatial, 4, front_r_mid, -1.78, 2.25, 5.94, -1.780002, 1.838578, 3.893059, 2.087878, , , 
pilot5, Male, Spatial, 5, mid_l_top, -27.05, 4.48, -5.4, -27.05, 2.967207, -4.43833, 1.792582, , , 
pilot5, Male, Spatial, 6, far_l_mid_mid, -51, 3.02, -2.86, -51, 2.282436, 1.940193, 4.856527, , , 
