Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot6, Male, Spatial, 1, far_l_bottom_mid, -51, 1.16, -5.31, -51, 1.699105, -5.338708, 0.5398684, , , 
pilot6, Male, Spatial, 2, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 3.994364, 6.847707, 1.589119, , , 
pilot6, Male, Spatial, 3, front_l_mid_mid, -1.78, 2.48, -2.86, -1.78, 5.237083, -7.088665, 5.048081, , , 
pilot6, Male, Spatial, 4, mid_l_midmid_bottom, -27.05, 0.086, -4.11, -27.05, 0.03790116, -5.364039, 1.254961, , , 
pilot6, Male, Spatial, 5, far_r_midmid_bottom, -51, 0.086, 4.55, -51, 0.5704979, 4.235458, 0.5776458, , , 
pilot6, Male, Spatial, 6, front_l_midmid_top, -1.78, 4.48, -4.11, -1.78, 6.18815, -5.960059, 2.518034, , , 
pilot6, Male, Temporal, 1, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 5.4400491, 3.7100491
pilot6, Male, Temporal, 2, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 4.2074386, -4.0425614
pilot6, Male, Temporal, 3, mid_l_mid, -27.05, 2.69, -5.4, , , , ,4.97, 3.5814143, -1.3885857
pilot6, Male, Temporal, 4, far_r_mid_top, -51, 4.48, 3.09, , , , ,8.25, 4.1932844, -4.0567156
pilot6, Male, Temporal, 5, front_l_mid_top, -1.78, 4.48, -2.86, , , , ,1.73, 2.3190686, 0.5890686
pilot6, Male, Temporal, 6, mid_r_bottom_mid, -27.05, 1.16, 5.94, , , , ,4.97, 5.3255586, 0.3555586
pilot6, Male, Spatial, 1, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 4.019725, 3.829643, 2.494349, , , 
pilot6, Male, Spatial, 2, far_l_bottom_mid, -51, 1.16, -5.31, -51, 0.4183223, -6.429275, 1.342707, , , 
pilot6, Male, Spatial, 3, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 1.191851, 5.833248, 0.1114027, , , 
pilot6, Male, Spatial, 4, far_l_mid_mid, -51, 3.02, -2.86, -51, 3.144738, -1.952878, 0.9156586, , , 
pilot6, Male, Spatial, 5, mid_l_top, -27.05, 4.48, -5.4, -27.05, 5.516072, -7.240818, 2.112358, , , 
pilot6, Male, Spatial, 6, front_r_mid, -1.78, 2.25, 5.94, -1.780002, 1.394748, 5.845928, 0.86041, , , 
pilot6, Male, Temporal, 1, mid_l_midmid_top, -27.05, 4.48, -4.11, , , , ,4.97, 5.0069988, 0.0369988000000001
pilot6, Male, Temporal, 2, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 1.8418215, 0.1118215
pilot6, Male, Temporal, 3, front_r_top_mid, -1.78, 3.36, 5.94, , , , ,1.73, 1.3914717, -0.3385283
pilot6, Male, Temporal, 4, far_l_midmid_top, -51, 4.48, -4.11, , , , ,8.25, 3.5992859, -4.6507141
pilot6, Male, Temporal, 5, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 2.3531141, -5.8968859
pilot6, Male, Temporal, 6, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 4.6081665, -0.3618335
pilot6, Male, Spatial, 1, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 1.863939, 6.150273, 0.7346731, , , 
pilot6, Male, Spatial, 2, far_l_midmid_bottom, -51, 0.086, -4.11, -51, -0.2537677, -5.364071, 1.299283, , , 
pilot6, Male, Spatial, 3, front_l_top_mid, -1.78, 3.36, -5.31, -1.78, 4.603032, -4.818771, 1.336575, , , 
pilot6, Male, Spatial, 4, far_r_mid_top, -51, 4.48, 3.09, -51, 4.691826, 3.106848, 0.2124948, , , 
pilot6, Male, Spatial, 5, mid_l_top, -27.05, 4.48, -5.4, -27.05, 4.755219, -5.807872, 0.4920416, , , 
pilot6, Male, Spatial, 6, mid_r_midmid_bottom, -27.05, 0.086, 4.55, -27.05, 0.01253986, 3.284363, 1.267767, , , 
pilot6, Male, Temporal, 1, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 5.2958637, -2.9541363
pilot6, Male, Temporal, 2, far_r_top_mid, -51, 3.36, 5.94, , , , ,8.25, 5.9032681, -2.3467319
pilot6, Male, Temporal, 3, front_l_mid, -1.78, 2.48, -5.31, , , , ,1.73, 0.8488781, -0.8811219
pilot6, Male, Temporal, 4, front_l_midmid_bottom, -1.78, 0.086, -4.11, , , , ,1.73, 1.7099972, -0.0200028000000001
pilot6, Male, Temporal, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 1.8067799, 0.0767799
pilot6, Male, Temporal, 6, front_r_bottom, -1.78, 0.086, 5.94, , , , ,1.73, 1.3566218, -0.3733782
pilot6, Male, Spatial, 1, far_l_mid_bottom, -51, 0.086, -2.86, -51, -0.5834796, -5.605009, 2.825469, , , 
pilot6, Male, Spatial, 2, front_l_top, -1.78, 4.48, -5.31, -1.78, 4.83129, -6.023464, 0.7952579, , , 
pilot6, Male, Spatial, 3, far_r_midmid_top, -51, 4.48, 4.55, -51, 4.767909, 4.62857, 0.2984372, , , 
pilot6, Male, Spatial, 4, mid_r_bottom, -27.05, 0.086, 5.94, -27.05, 0.3549258, 4.374924, 1.588013, , , 
pilot6, Male, Spatial, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, -1.780001, 0.7353356, 1.914826, 1.342636, , , 
pilot6, Male, Spatial, 6, mid_l_bottom_mid, -27.05, 1.16, -5.31, -27.05, -0.4566495, -5.211868, 1.619625, , , 
pilot6, Male, Temporal, 1, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 2.6537275, 0.9237275
pilot6, Male, Temporal, 2, far_l_top_mid, -51, 3.36, -5.31, , , , ,8.25, 3.8714728, -4.3785272
pilot6, Male, Temporal, 3, far_r_midmid_top, -51, 4.48, 4.55, , , , ,8.25, 6.9751017, -1.2748983
pilot6, Male, Temporal, 4, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 0.7333479, -0.9966521
pilot6, Male, Temporal, 5, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 3.9047742, -4.3452258
pilot6, Male, Temporal, 6, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 3.9819281, -0.9880719
pilot6, Male, Spatial, 1, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, 0.5324612, 3.411172, 2.605528, , , 
pilot6, Male, Spatial, 2, far_r_mid_mid, -51, 3.02, 3.09, -51, 0.950922, 2.498158, 2.15206, , , 
pilot6, Male, Spatial, 3, front_l_mid_top, -1.78, 4.48, -2.86, -1.780001, 1.204527, -1.699252, 3.475063, , , 
pilot6, Male, Spatial, 4, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.78, 0.6085216, -4.273489, 1.174088, , , 
pilot6, Male, Spatial, 5, far_r_top_mid, -51, 3.36, 5.94, -51, 2.117575, 5.059723, 1.522664, , , 
pilot6, Male, Spatial, 6, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.066854, 4.742671, 1.34978, , , 
pilot6, Male, Temporal, 1, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 4.8323477, -0.1376523
pilot6, Male, Temporal, 2, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 6.4786134, -1.7713866
pilot6, Male, Temporal, 3, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 1.504073, -0.225927
