Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
control3, Female, Spatial, 6, mid_l_top, -27.05, 4.48, -5.4, -27.05, 7.608434, 10.10671, 15.81914, , , 
control3, Female, Temporal, 1, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 4.3024372, 2.5724372
control3, Female, Temporal, 2, front_r_top_mid, -1.78, 3.36, 5.94, , , , ,1.73, 7.7409462, 6.0109462
control3, Female, Temporal, 3, mid_l_midmid_top, -27.05, 4.48, -4.11, , , , ,4.97, 4.2385578, -0.7314422
control3, Female, Temporal, 4, far_l_midmid_top, -51, 4.48, -4.11, , , , ,8.25, 4.3023682, -3.9476318
control3, Female, Temporal, 5, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 6.5743526, 1.6043526
control3, Female, Temporal, 6, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 5.4717494, -2.7782506
control3, Female, Spatial, 1, front_l_top_mid, -1.78, 3.36, -5.31, -1.780002, 1.052361, 11.53969, 17.00697, , , 
control3, Female, Spatial, 2, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.78, 1.534238, -11.31143, 17.25549, , , 
control3, Female, Spatial, 3, far_l_midmid_bottom, -51, 0.086, -4.11, -51, 7.189982, -10.63937, 9.648794, , , 
control3, Female, Spatial, 4, mid_r_midmid_bottom, -27.05, 0.086, 4.55, -27.05, 7.025105, 6.200979, 7.132805, , , 
control3, Female, Spatial, 5, mid_l_top, -27.05, 4.48, -5.4, -27.05, 7.824003, -11.47625, 6.935646, , , 
control3, Female, Spatial, 6, far_r_mid_top, -51, 4.48, 3.09, -51, 7.671862, 7.786142, 5.67818, , , 
control3, Female, Temporal, 1, front_l_mid, -1.78, 2.48, -5.31, , , , ,1.73, 6.3658989, 4.6358989
control3, Female, Temporal, 2, far_r_top_mid, -51, 3.36, 5.94, , , , ,8.25, 6.0001531, -2.2498469
control3, Female, Temporal, 3, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 5.4386292, -2.8113708
control3, Female, Temporal, 4, front_r_bottom, -1.78, 0.086, 5.94, , , , ,1.73, 1.9983253, 0.2683253
control3, Female, Temporal, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 3.7113639, 1.9813639
control3, Female, Temporal, 6, front_l_midmid_bottom, -1.78, 0.086, -4.11, , , , ,1.73, 2.3357643, 0.6057643
control3, Female, Spatial, 1, far_l_mid_bottom, -51, 0.086, -2.86, -51, -2.587074, -11.33683, 8.888303, , , 
control3, Female, Spatial, 2, front_l_top, -1.78, 4.48, -5.31, -1.780002, -0.5200822, 10.71542, 16.78735, , , 
control3, Female, Spatial, 3, far_r_midmid_top, -51, 4.48, 4.55, -51, 7.925481, 11.38755, 7.656595, , , 
control3, Female, Spatial, 4, mid_l_bottom_mid, -27.05, 1.16, -5.31, -27.05, 1.61034, -10.27156, 4.981957, , , 
control3, Female, Spatial, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, -1.780002, -1.889629, 8.940087, 6.174676, , , 
control3, Female, Spatial, 6, mid_r_bottom, -27.05, 0.086, 5.94, -27.05, -1.940322, 11.86936, 6.266044, , , 
control3, Female, Temporal, 1, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 6.3667319, 4.6367319
control3, Female, Temporal, 2, far_l_top_mid, -51, 3.36, -5.31, , , , ,8.25, 6.191049, -2.058951
control3, Female, Temporal, 3, far_r_midmid_top, -51, 4.48, 4.55, , , , ,8.25, 4.6374774, -3.6125226
control3, Female, Temporal, 4, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 7.646807, 5.916807
control3, Female, Temporal, 5, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 7.0726544, -1.1773456
control3, Female, Temporal, 6, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 8.3360091, 3.3660091
control3, Female, Spatial, 1, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, -0.4820108, 10.67735, 5.013851, , , 
control3, Female, Spatial, 2, front_l_mid_top, -1.78, 4.48, -2.86, -1.78, 8.052259, -9.460009, 7.504742, , , 
control3, Female, Spatial, 3, far_r_mid_mid, -51, 3.02, 3.09, -51, 5.921886, 6.974556, 4.848786, , , 
control3, Female, Spatial, 4, far_r_top_mid, -51, 3.36, 5.94, -51, -0.7990534, 10.77886, 6.38062, , , 
control3, Female, Spatial, 5, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.78, 4.146516, -10.05601, 5.607489, , , 
control3, Female, Spatial, 6, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 3.360315, 11.71719, 5.815946, , , 
control3, Female, Temporal, 1, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 6.4793128, -1.7706872
control3, Female, Temporal, 2, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 4.4463259, -0.5236741
control3, Female, Temporal, 3, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 5.9183573, 4.1883573
control3, Female, Temporal, 4, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 7.406461, 5.676461
control3, Female, Temporal, 5, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 6.4473894, -1.8026106
control3, Female, Temporal, 6, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 6.2556704, 1.2856704
control3, Female, 
