Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot5, Male, 11, Watergun_02, -51, 3.02, -5.3744, -51, 2.028807, -2.777143, 2.779966, 8.25, 3.808009, -4.441991, Sheep_01, -27.05, 2.69, 5.94, -27.05, 1.166511, 6.454599, 1.608052, 4.97, 2.3836884, -2.5863116, RugbyBall_01, -1.78, 0.086, 3.09, -1.780001, 2.33314, -2.028958, 5.590471, 1.73, 5.119715, 3.389715
pilot5, Male, 12, ToyBlocks_01, -51, 3.02, 5.94, -51, 2.257075, 1.788022, 4.22149, 8.25, 5.7591885, -2.4908115, TeddyBear_01, -27.05, 0.086, -4.11, -27.05, 2.092215, -2.992703, 2.296356, 4.97, 3.1192579, -1.8507421, Shield_01, -1.78, 4.48, 3.09, -1.780002, 1.661042, 5.516224, 3.719286, 1.73, 2.3337932, 0.6037932
pilot5, Male, 13, ToyStacker_01, -1.78, 4.48, 5.94, -1.780002, 1.927346, 4.679279, 2.847009, 1.73, 3.0544804, 1.3244804, Watergun_03, -51, 4.48, 3.09, -51, 2.168307, 2.295262, 2.44449, 8.25, 4.4782194, -3.7717806, ToyTrumpet_01, -27.05, 4.48, -5.4, -27.05, 2.206344, -3.576026, 2.914857, 4.97, 3.4392036, -1.5307964
pilot5, Male, 14, FrenchHorn_01, -51, 0.086, 3.09, -51, 1.661058, -2.903954, 6.197442, 8.25, 4.0799167, -4.1700833, Bell_01, -1.78, 4.48, -4.11, -1.78, 1.204527, -4.260809, 3.278943, 1.73, 2.3193321, 0.5893321, CongaDrum_01, -27.05, 0.086, -5.4, -27.05, 2.269751, 2.092354, 7.804111, 4.97, 4.5119264, -0.4580736
pilot5, Male, 15, Headphones_01, -1.78, 0.086, -2.86, -1.78, 1.813218, -3.018073, 1.734436, 1.73, 3.004748, 1.274748, Maraca_01, -27.05, 3.36, -5.31, -27.05, 1.356722, -4.83144, 2.059646, 4.97, 2.4316393, -2.5383607, Microphone_01, -51, 4.48, 3.09, -51, 2.219029, 2.561564, 2.321903, 8.25, 3.8243346, -4.4256654
pilot5, Male, 16, Radio_01, -1.78, 1.16, -5.31, -1.78, 1.166491, -4.831453, 0.4785911, 1.73, 2.0815971, 0.3515971, PanFlute_01, -27.05, 2.69, -2.86, -27.05, 2.180983, -2.40938, 0.679821, 4.97, 3.485772, -1.484228, Phonograph_01, -51, 0.086, 3.09, -51, 2.269751, 2.307943, 2.319565, 8.25, 4.1748942, -4.0751058
pilot5, Male, 17, Tambourine_01, -27.05, 2.69, 5.94, -27.05, 1.28064, 4.577818, 1.96006, 4.97, 2.5101401, -2.4598599, SingleDrum_01, -1.78, 0.086, 5.94, -1.78, 0.5958461, -5.83325, 11.78428, 1.73, 1.9526943, 0.2226943, Tuba_01, -51, 0.086, -5.41, -51, 2.016132, -2.143093, 3.794482, 8.25, 4.6235801, -3.6264199
pilot5, Male, 18, Trumpet_01, -1.78, 2.48, -2.86, -1.78, 1.711774, -2.624963, 0.8033766, 1.73, 3.373852, 1.643852, Casette_01, -27.05, 1.16, -5.31, -27.05, 1.876643, 3.208277, 8.548369, 4.97, 2.1905693, -2.7794307, CongaDrum_02, -51, 1.16, 5.94, -51, 1.052376, -6.036164, 11.97665, 8.25, 2.462867, -5.787133
pilot5, Male, 19, Gong_01, -27.05, 1.16, -5.31, -27.05, 1.94005, -3.867687, 1.639739, 4.97, 2.8297439, -2.1402561, DoubleBass_01, -1.78, 2.25, 5.94, -1.780002, 1.280619, 5.490862, 1.068374, 1.73, 2.4001134, 0.6701134, Harmonica_01, -51, 3.02, 3.09, -51, 2.130261, 2.523521, 1.054767, 8.25, 4.0617633, -4.1882367
pilot5, Male, 20, Saxophone_01, -27.05, 0.086, -4.11, -27.05, 1.470851, -3.842326, 1.410483, 4.97, 2.8121172, -2.1578828, CongaDrum_03, -51, 1.16, -5.31, -51, 0.7733953, 7.621289, 12.93707, 8.25, 3.3419491, -4.9080509, Harp_01, -1.78, 4.48, 4.55, -1.780001, 2.206326, 2.333299, 3.175431, 1.73, 4.0134468, 2.2834468
pilot5, Male, 21, IceCream02 (1), -27.05, 1.16, -5.31, -27.05, 2.193668, -3.157555, 2.387779, 4.97, 4.2565107, -0.7134893, RacoonPlush_01 (1), -1.78, 4.48, -5.31, -1.78, 2.180965, -4.222766, 2.543156, 1.73, 2.8142988, 1.0842988, Avocado_01 (1), -51, 4.48, 3.09, -51, 2.38388, 2.751779, 2.123231, 8.25, 4.5111977, -3.7388023
pilot5, Male, 22, BalloonDog_01 (1), -27.05, 0.086, 4.55, -27.05, 1.952726, 2.599591, 2.69977, 4.97, 4.1449514, -0.8250486, Binocular_01 (1), -1.78, 3.36, -5.31, -1.78, 1.546913, -4.070594, 2.196226, 1.73, 2.944713, 1.214713, BalloonFlower_01 (1), -51, 1.16, 5.94, -51, 2.003446, 2.003599, 4.025749, 8.25, 6.2558018, -1.9941982
pilot5, Male, 23, Bucket (1), -51, 4.48, 4.55, -51, 2.117575, 1.597807, 3.781071, 8.25, 6.384992, -1.865008, Panda_01 (1), -27.05, 0.086, -5.4, -27.05, 1.648386, -3.48726, 2.469742, 4.97, 3.8863333, -1.0836667, Starfish (1), -1.78, 2.25, 3.09, -1.780002, 1.267934, 3.791611, 1.206943, 1.73, 2.881729, 1.151729
pilot5, Male, 24, IceCream_01 (1), -51, 4.48, -4.11, -51, 2.396565, -2.472799, 2.649741, 8.25, 5.1837243, -3.0662757, Case01 (1), -1.78, 0.086, 5.94, -1.780002, 1.356702, 6.061506, 1.276498, 1.73, 2.7351088, 1.0051088, BadmintonBall (1), -27.05, 4.48, 5.94, -27.05, 2.054179, 2.04163, 4.591503, 4.97, 4.9259768, -0.0440231999999998
pilot5, Male, 25, Watermelon (1), -27.05, 0.086, -2.86, -27.05, 1.661062, -1.268096, 2.239415, 4.97, 3.8226549, -1.1473451, Camera_01 (1), -51, 3.02, 5.94, -51, 1.065051, 6.137611, 1.964911, 8.25, 3.2797089, -4.9702911, Book (1), -1.78, 2.25, 3.09, -1.780001, 2.19365, 2.384022, 0.7082232, 1.73, 4.6392711, 2.9092711
pilot5, Male, 26, Ship (1), -1.78, 4.48, 5.94, -1.780002, 2.675527, 6.353168, 1.85117, 1.73, 3.246818, 1.516818, Alpaca_01 (2), -51, 0.086, 5.94, -51, 1.902002, 2.345987, 4.02676, 8.25, 0.1122441, -8.1377559, Football_01 (1), -27.05, 4.48, -4.11, -27.05, 2.016133, -4.070583, 2.464183, 4.97, 2.5272967, -2.4427033
pilot5, Male, 27, Sunglasses (1), -51, 0.086, 4.55, -51, 2.180983, 1.851426, 3.416322, 8.25, 6.9435776, -1.3064224, CoconutOpen (1), -1.78, 1.16, -5.31, -1.78, 1.673728, -3.563355, 1.820627, 1.73, 3.1198564, 1.3898564, PiggyBank_01 (1), -27.05, 3.36, -5.31, -27.05, 1.661062, -3.297045, 2.63408, 4.97, 3.5521014, -1.4178986
pilot5, Male, 28, Ship_01 (1), -27.05, 2.69, 5.94, -27.05, 1.978087, 3.373128, 2.663766, 4.97, 3.1508595, -1.8191405, Controller_01 (1), -1.78, 0.086, -4.11, -1.780001, 1.027, -2.434748, 1.921445, 1.73, 2.9732929, 1.2432929, WoodenClock_01 (1), -51, 3.36, -5.31, -51, 2.219029, -1.559766, 3.919958, 8.25, 5.4379631, -2.8120369
pilot5, Male, 29, Bird_01 (1), -51, 3.36, 5.94, -51, 1.940049, 2.39671, 3.817219, 8.25, 4.4474791, -3.8025209, WateringCan_01 (1), -27.05, 4.48, 4.55, -27.05, 1.77519, 3.816962, 2.802382, 4.97, 3.5022951, -1.4677049, Camera (1), -1.78, 0.086, -2.86, -1.78, 0.8367792, -3.956465, 1.328874, 1.73, 2.2074581, 0.4774581
pilot5, Male, 30, SeaHorse_01 (1), -27.05, 0.086, 5.94, -27.05, 1.825922, -2.802489, 8.913946, 4.97, 3.4711168, -1.4988832, Pineapple (1), -1.78, 2.48, -5.31, -1.78, 1.166491, -4.869495, 1.385407, 1.73, 2.1445691, 0.4145691, Bag (1), -51, 4.48, -4.11, -51, 2.523371, -0.9510774, 3.715803, 8.25, 4.3660025, -3.8839975
pilot5, Male, 
