Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot13, Male, Spatial, 1, far_l_bottom_mid, -51, 1.16, -5.31, -51, 1.255273, -2.637652, 2.674046, , , 
pilot13, Male, Spatial, 2, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.536054, 4.007176, 1.938945, , , 
pilot13, Male, Spatial, 3, front_l_mid_mid, -1.78, 2.48, -2.86, -1.78, 3.017913, -5.427458, 2.623203, , , 
pilot13, Male, Spatial, 4, far_r_midmid_bottom, -51, 0.086, 4.55, -51, 1.153819, -2.498162, 7.128592, , , 
pilot13, Male, Spatial, 5, mid_l_midmid_bottom, -27.05, 0.086, -4.11, -27.05, 1.14115, -2.574232, 1.86331, , , 
pilot13, Male, Spatial, 6, front_l_midmid_top, -1.78, 4.48, -4.11, -1.78, 4.539625, -3.449227, 0.6634582, , , 
pilot13, Male, Temporal, 1, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 4.4324281, -3.8175719
pilot13, Male, Temporal, 2, mid_l_mid, -27.05, 2.69, -5.4, , , , ,4.97, 4.4159732, -0.5540268
pilot13, Male, Temporal, 3, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 3.0545796, 1.3245796
pilot13, Male, Temporal, 4, far_r_mid_top, -51, 4.48, 3.09, , , , ,8.25, 5.9027981, -2.3472019
pilot13, Male, Temporal, 5, front_l_mid_top, -1.78, 4.48, -2.86, , , , ,1.73, 1.7899787, 0.0599786999999998
pilot13, Male, Temporal, 6, mid_r_bottom_mid, -27.05, 1.16, 5.94, , , , ,4.97, 3.5198868, -1.4501132
pilot13, Male, Spatial, 1, far_l_bottom_mid, -51, 1.16, -5.31, -51, 2.231704, -1.458318, 3.998, , , 
pilot13, Male, Spatial, 2, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 2.586758, 3.91842, 2.474353, , , 
pilot13, Male, Spatial, 3, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.320472, 2.066993, 3.890596, , , 
pilot13, Male, Spatial, 4, front_r_mid, -1.78, 2.25, 5.94, -1.780002, 3.182764, 6.048825, 0.9390908, , , 
pilot13, Male, Spatial, 5, mid_l_top, -27.05, 4.48, -5.4, -27.05, 3.816829, -2.688361, 2.791556, , , 
pilot13, Male, Spatial, 6, far_l_mid_mid, -51, 3.02, -2.86, -51, 2.472648, 2.219176, 5.108583, , , 
pilot13, Male, Temporal, 1, mid_l_midmid_top, -27.05, 4.48, -4.11, , , , ,4.97, 3.6963064, -1.2736936
pilot13, Male, Temporal, 2, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 1.6161481, -0.1138519
pilot13, Male, Temporal, 3, front_r_top_mid, -1.78, 3.36, 5.94, , , , ,1.73, 1.7587479, 0.0287478999999999
pilot13, Male, Temporal, 4, far_l_midmid_top, -51, 4.48, -4.11, , , , ,8.25, 4.7176936, -3.5323064
pilot13, Male, Temporal, 5, far_r_bottom_mid, -51, 1.16, 5.94, , , , ,8.25, 2.1605334, -6.0894666
pilot13, Male, Temporal, 6, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 3.3293003, -1.6406997
pilot13, Male, Spatial, 1, front_l_top_mid, -1.78, 3.36, -5.31, -1.780001, 1.699088, -1.166651, 4.463851, , , 
pilot13, Male, Spatial, 2, far_l_midmid_bottom, -51, 0.086, -4.11, -51, 1.661058, -1.280784, 3.238097, , , 
pilot13, Male, Spatial, 3, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 1.546913, 5.173837, 0.8583171, , , 
pilot13, Male, Spatial, 4, far_r_mid_top, -51, 4.48, 3.09, -51, 3.804153, 1.661211, 1.580572, , , 
pilot13, Male, Spatial, 5, mid_r_midmid_bottom, -27.05, 0.086, 4.55, -27.05, 1.635701, 1.521712, 3.401779, , , 
pilot13, Male, Spatial, 6, mid_l_top, -27.05, 4.48, -5.4, -27.05, 3.18278, -2.396699, 3.271483, , , 
pilot13, Male, Temporal, 1, front_l_mid, -1.78, 2.48, -5.31, , , , ,1.73, 1.8238526, 0.0938526
pilot13, Male, Temporal, 2, far_r_top_mid, -51, 3.36, 5.94, , , , ,8.25, 3.7280181, -4.5219819
pilot13, Male, Temporal, 3, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 4.3196852, -3.9303148
pilot13, Male, Temporal, 4, front_l_midmid_bottom, -1.78, 0.086, -4.11, , , , ,1.73, 2.9421667, 1.2121667
pilot13, Male, Temporal, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 2.5430002, 0.8130002
pilot13, Male, Temporal, 6, front_r_bottom, -1.78, 0.086, 5.94, , , , ,1.73, 2.8779435, 1.1479435
pilot13, Male, Spatial, 1, front_l_top, -1.78, 4.48, -5.31, -1.78, 4.349413, -4.869495, 0.4594535, , , 
pilot13, Male, Spatial, 2, far_r_midmid_top, -51, 4.48, 4.55, -51, 2.878443, 1.432953, 3.504421, , , 
pilot13, Male, Spatial, 3, far_l_mid_bottom, -51, 0.086, -2.86, -51, 1.724465, -1.039845, 2.448986, , , 
pilot13, Male, Spatial, 4, front_r_mid_bottom, -1.78, 0.086, 3.09, -1.780001, 0.6972895, 2.181127, 1.09532, , , 
pilot13, Male, Spatial, 5, mid_r_bottom, -27.05, 0.086, 5.94, -27.05, 1.534258, 1.990907, 4.20628, , , 
pilot13, Male, Spatial, 6, mid_l_bottom_mid, -27.05, 1.16, -5.31, -27.05, 1.889319, -3.030746, 2.393095, , , 
pilot13, Male, Temporal, 1, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 1.8370578, 0.1070578
pilot13, Male, Temporal, 2, far_l_top_mid, -51, 3.36, -5.31, , , , ,8.25, 3.984097, -4.265903
pilot13, Male, Temporal, 3, far_r_midmid_top, -51, 4.48, 4.55, , , , ,8.25, 3.5349885, -4.7150115
pilot13, Male, Temporal, 4, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 1.8392534, -3.1307466
pilot13, Male, Temporal, 5, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 3.8541025, -4.3958975
pilot13, Male, Temporal, 6, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 1.6304144, -0.0995856000000002
pilot13, Male, Spatial, 1, front_l_mid_top, -1.78, 4.48, -2.86, -1.78, 3.208124, -3.094159, 1.293251, , , 
pilot13, Male, Spatial, 2, far_r_mid_mid, -51, 3.02, 3.09, -51, 2.206343, 1.762661, 1.556877, , , 
pilot13, Male, Spatial, 3, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, 2.295112, 2.954658, 3.193861, , , 
pilot13, Male, Spatial, 4, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.358518, 3.11951, 2.839902, , , 
pilot13, Male, Spatial, 5, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.780001, 1.293295, -2.574239, 2.739006, , , 
pilot13, Male, Spatial, 6, far_r_top_mid, -51, 3.36, 5.94, -51, 2.371194, 2.168453, 3.899014, , , 
pilot13, Male, Temporal, 1, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 1.8396278, 0.1096278
pilot13, Male, Temporal, 2, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 3.1189709, -1.8510291
pilot13, Male, Temporal, 3, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 3.7114678, -4.5385322
pilot13, Male, Temporal, 4, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 2.0454328, -6.2045672
pilot13, Male, Temporal, 5, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 1.8701256, 0.1401256
pilot13, Male, Temporal, 6, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 3.5509915, -1.4190085
pilot13, Male, 
