Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot16, Female, 11, Watergun_02, -51, 3.02, -5.3744, -51, 3.44909, -6.835068, 1.522389, 8.25, 3.7922, -4.4578, RugbyBall_01, -1.78, 0.086, 3.09, -1.780002, -0.08892751, 3.880378, 0.809504, 1.73, 1.4864465, -0.2435535, Sheep_01, -27.05, 2.69, 5.94, -27.05, 2.865755, 7.215455, 1.287507, 4.97, 2.2049494, -2.7650506
pilot16, Female, 12, Shield_01, -1.78, 4.48, 3.09, -1.780002, 5.465342, 3.626758, 1.122055, 1.73, 0.9272708, -0.8027292, ToyBlocks_01, -51, 3.02, 5.94, -51, 3.626616, 5.427474, 0.7941455, 8.25, 3.7757366, -4.4742634, TeddyBear_01, -27.05, 0.086, -4.11, -27.05, -0.5707781, -4.057902, 0.6588412, 4.97, 2.8309678, -2.1390322
pilot16, Female, 13, Watergun_03, -51, 4.48, 3.09, -51, 4.298717, 5.769861, 2.685986, 8.25, 4.4301422, -3.8198578, ToyStacker_01, -1.78, 4.48, 5.94, -1.780002, 4.818615, 6.213676, 0.4353836, 1.73, 0.8622952, -0.8677048, ToyTrumpet_01, -27.05, 4.48, -5.4, -27.05, 4.209936, -5.757148, 0.44776, 4.97, 2.4154424, -2.5545576
pilot16, Female, 14, CongaDrum_01, -27.05, 0.086, -5.4, -27.05, -0.1142638, -6.378514, 0.9987966, 4.97, 2.3357518, -2.6342482, FrenchHorn_01, -51, 0.086, 3.09, -51, -0.1142776, 4.248139, 1.175329, 8.25, 2.8781192, -5.3718808, Bell_01, -1.78, 4.48, -4.11, -1.78, 5.313166, -6.150274, 2.203834, 1.73, 0.94342, -0.78658
pilot16, Female, 15, Microphone_01, -51, 4.48, 3.09, -51, 3.423729, 4.298862, 1.605322, 8.25, 3.6629273, -4.5870727, Maraca_01, -27.05, 3.36, -5.31, -27.05, 3.588572, -5.402082, 0.2464231, 4.97, 1.8718055, -3.0981945, Headphones_01, -1.78, 0.086, -2.86, -1.78, -0.3045094, -2.71373, 0.4170043, 1.73, 1.662499, -0.067501
pilot16, Female, 16, PanFlute_01, -27.05, 2.69, -2.86, -27.05, 3.119372, -3.182917, 0.5372484, 4.97, 2.3675696, -2.6024304, Phonograph_01, -51, 0.086, 3.09, -51, 0.278832, 3.2717, 0.2649512, 8.25, 4.094796, -4.155204, Radio_01, -1.78, 1.16, -5.31, -1.78, 2.789655, -6.09955, 1.810847, 1.73, 0.7032664, -1.0267336
pilot16, Female, 17, SingleDrum_01, -1.78, 0.086, 5.94, -1.780002, -0.4186389, 7.824161, 1.95057, 1.73, 0.654504, -1.075496, Tuba_01, -51, 0.086, -5.41, -51, 3.157423, -6.885792, 3.407581, 8.25, 3.8878328, -4.3621672, Tambourine_01, -27.05, 2.69, 5.94, -27.05, 3.499804, 5.465484, 0.9385889, 4.97, 2.5912573, -2.3787427
pilot16, Female, 18, Trumpet_01, -1.78, 2.48, -2.86, -1.78, 3.66464, -6.340488, 3.676571, 1.73, 1.6163613, -0.1136387, CongaDrum_02, -51, 1.16, 5.94, -51, 1.927363, 6.809705, 1.159842, 8.25, 6.9899417, -1.2600583, Casette_01, -27.05, 1.16, -5.31, -27.05, 1.648386, -5.287953, 0.4888836, 4.97, 3.5689685, -1.4010315
pilot16, Female, 19, Gong_01, -27.05, 1.16, -5.31, -27.05, 2.396565, -5.490849, 1.24972, 4.97, 5.4555741, 0.4855741, Harmonica_01, -51, 3.02, 3.09, -51, 3.550533, 5.072404, 2.052168, 8.25, 7.9349785, -0.3150215, DoubleBass_01, -1.78, 2.25, 5.94, -1.780002, 2.713563, 7.050622, 1.203483, 1.73, 2.6559043, 0.9259043
pilot16, Female, 20, CongaDrum_03, -51, 1.16, -5.31, -51, 1.686429, -5.414794, 0.5367585, 8.25, 7.0696428, -1.1803572, Harp_01, -1.78, 4.48, 4.55, -1.780002, 6.543223, 5.60499, 2.317303, 1.73, 2.6863928, 0.9563928, Saxophone_01, -27.05, 0.086, -4.11, -27.05, -0.06354237, -4.133988, 0.1514541, 4.97, 4.8006563, -0.1693437
pilot16, Female, 21, RacoonPlush_01 (1), -1.78, 4.48, -5.31, -1.78, 5.338527, -6.860408, 1.77224, 1.73, 2.8797127, 1.1497127, Avocado_01 (1), -51, 4.48, 3.09, -51, 6.226228, 4.412992, 2.190803, 8.25, 5.1188233, -3.1311767, IceCream02 (1), -27.05, 1.16, -5.31, -27.05, 2.168307, -5.300633, 1.008351, 4.97, 4.3668358, -0.6031642
pilot16, Female, 22, BalloonFlower_01 (1), -51, 1.16, 5.94, -51, 2.688222, 5.909351, 1.528529, 8.25, 4.6232897, -3.6267103, Binocular_01 (1), -1.78, 3.36, -5.31, -1.78, 2.802331, -5.478182, 0.5824773, 1.73, 1.4683644, -0.2616356, BalloonDog_01 (1), -27.05, 0.086, 4.55, -27.05, -0.4312887, 6.327789, 1.851519, 4.97, 3.2769322, -1.6930678
pilot16, Female, 23, Starfish (1), -1.78, 2.25, 3.09, -1.780002, 3.22081, 4.133996, 1.425623, 1.73, 1.9348429, 0.2048429, Bucket (1), -51, 4.48, 4.55, -51, 5.642906, 4.412992, 1.170949, 8.25, 5.0531807, -3.1968193, Panda_01 (1), -27.05, 0.086, -5.4, -27.05, -0.2791138, -6.708219, 1.358213, 4.97, 3.2327825, -1.7372175
pilot16, Female, 24, IceCream_01 (1), -51, 4.48, -4.11, -51, 4.767909, -5.173855, 1.102125, 8.25, 6.3198671, -1.9301329, BadmintonBall (1), -27.05, 4.48, 5.94, -27.05, 4.324065, 5.643017, 0.3354317, 4.97, 3.9522523, -1.0177477, Case01 (1), -1.78, 0.086, 5.94, -1.780002, -0.4566751, 7.900247, 2.033977, 1.73, 1.6001753, -0.1298247
pilot16, Female, 25, Watermelon (1), -27.05, 0.086, -2.86, -27.05, -0.07622743, -2.675679, 0.2455438, 4.97, 6.3655304, 1.3955304, Camera_01 (1), -51, 3.02, 5.94, -51, 2.840397, 3.550683, 2.396058, 8.25, 7.4236334, -0.8263666, Book (1), -1.78, 2.25, 3.09, -1.780002, 2.459944, 4.463702, 1.389653, 1.73, 2.3523147, 0.6223147
pilot16, Female, 26, Alpaca_01 (2), -51, 0.086, 5.94, -51, 0.4056467, 5.50356, 0.5409753, 8.25, 4.0160499, -4.2339501, Football_01 (1), -27.05, 4.48, -4.11, -27.05, 2.612136, -4.121307, 1.867898, 4.97, 2.83014, -2.13986, Ship (1), -1.78, 4.48, 5.94, -1.780002, 6.479816, 6.733598, 2.151526, 1.73, 1.7910854, 0.0610853999999998
pilot16, Female, 27, CoconutOpen (1), -1.78, 1.16, -5.31, -1.78, 1.521553, -5.71912, 0.5459849, 1.73, 1.7276876, -0.0023124000000001, PiggyBank_01 (1), -27.05, 3.36, -5.31, -27.05, 3.677339, -5.719105, 0.5177558, 4.97, 3.2136071, -1.7563929, Sunglasses (1), -51, 0.086, 4.55, -51, -0.367897, 5.452835, 1.010511, 8.25, 5.1172064, -3.1327936
pilot16, Female, 28, WoodenClock_01 (1), -51, 3.36, -5.31, -51, 3.043294, -3.005401, 2.326258, 8.25, 3.8094041, -4.4405959, Controller_01 (1), -1.78, 0.086, -4.11, -1.78, -0.2411022, -5.376734, 1.308286, 1.73, 2.0474027, 0.3174027, Ship_01 (1), -27.05, 2.69, 5.94, -27.05, 3.880226, 7.27886, 1.791419, 4.97, 2.8483264, -2.1216736
pilot16, Female, 29, WateringCan_01 (1), -27.05, 4.48, 4.55, -27.05, 5.731645, 6.378512, 2.215868, 4.97, 3.0726731, -1.8973269, Camera (1), -1.78, 0.086, -2.86, -1.78, -0.3171849, -4.780729, 1.96259, 1.73, 1.8568497, 0.1268497, Bird_01 (1), -51, 3.36, 5.94, -51, 4.197262, 5.896671, 0.8383828, 8.25, 5.8232388, -2.4267612
pilot16, Female, 30, SeaHorse_01 (1), -27.05, 0.086, 5.94, -27.05, -0.0635426, 6.758941, 0.8324823, 4.97, 4.8164958, -0.1535042, Bag (1), -51, 4.48, -4.11, -51, 5.389287, -4.349588, 0.9403214, 8.25, 6.541652, -1.708348, Pineapple (1), -1.78, 2.48, -5.31, -1.78, 3.258846, -6.543384, 1.458711, 1.73, 1.9839241, 0.2539241
pilot16, Female, 
