Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
SONA1, Female,1, Ball_01,-51,3.02,-2.86,-51,3.360321,-3.766262,0.9680547,8.25,8.8804959,0.6304959, Car_03,-27.05,4.48,4.55,-27.05,1.534258,4.653904,2.947574,4.97,7.4385936,2.4685936, Abacus_01,-1.78,0.086,4.55,-1.780002,0.2915053,4.932899,0.4345614,1.73,6.0792562,4.3492562
SONA1, Female,2, Boat_01,-51,3.02,3.09,-51,3.220831,3.778942,0.7176169,8.25,11.2152228,2.9652228, Doll_01,-27.05,0.086,-5.4,-27.05,0.7607187,-6.518005,1.305825,4.97,6.2545818,1.2845818, Bee_01,-1.78,3.36,-5.31,-1.78,3.94362,-5.034348,0.6454425,1.73,9.5989362,7.8689362
SONA1, Female,3, Boomerang_01,-51,3.02,3.09,-51,3.98169,4.108647,1.400889,8.25,7.262659,-0.987341, Car_02,-27.05,1.16,5.94,-27.05,-0.190356,-5.985405,12.00161,4.97,8.849028,3.879028, Basketball_01,-1.78,2.48,-5.31,-1.78,4.235285,-5.896654,1.850726,1.73,6.223796,4.493796
SONA1, Female,4, Bucket_01,-1.78,0.086,3.09,-1.780002,-0.367907,4.742684,1.713884,1.73,4.3662536,2.6362536, Ball_02,-51,4.48,5.94,-51,4.108494,3.829665,2.142786,8.25,7.2305999,-1.0194001, Bunny_01,-27.05,0.086,-2.86,-27.05,-0.190356,-5.364039,2.519243,4.97,6.8149239,1.8449239
SONA1, Female,5, Dinosaur_01,-51,4.48,-5.417,-51,1.749826,-5.351389,2.730962,8.25,8.7983241,0.5483241, Darts_01,-27.05,3.36,5.94,-27.05,3.968994,4.387604,1.667575,4.97,9.5669645,4.5969645, Car_04,-1.78,4.48,-2.86,-1.78,3.715362,-5.998102,3.229916,1.73,9.006361,7.276361
SONA1, Female,6, Doll_03,-1.78,1.16,5.94,-1.780002,0.01251602,5.566947,1.206602,1.73,7.8388737,6.1088737, DumpTruck_01,-27.05,4.48,5.94,-27.05,0.1139934,-5.072378,11.84629,4.97,8.4453034,3.4753034, Fish_01,-51,1.16,-5.31,-51,4.425521,4.400311,10.24469,8.25,9.7757977,1.5257977
SONA1, Female,7, Doll_02,-27.05,1.16,5.94,-27.05,0.266158,5.40208,1.043222,4.97,10.1135075,5.1435075, Helicopter_01,-1.78,0.086,-5.36,-1.78,-0.4313135,-6.720918,1.455922,1.73,6.0944651,4.3644651, Horse_01,-51,3.36,5.94,-51,3.690023,4.818785,1.168776,8.25,11.3754,3.1254
SONA1, Female,8, Car_01,-1.78,2.48,-5.31,-1.78,0.2534596,-7.101346,2.857692,1.73,6.8967958,5.1667958, Plane_01,-51,0.086,5.94,-51,-0.1269631,6.911152,0.9942284,8.25,10.4311449,2.1811449, Kite_01,-27.05,4.48,3.09,-27.05,3.981679,4.387604,1.39,4.97,8.5427261,3.5727261
SONA1, Female,9, Shield_02,-27.05,4.48,4.55,-27.05,2.789672,6.568727,2.632957,4.97,9.7269601,4.7569601, Robot_01,-1.78,4.48,-2.86,-1.78,0.7226503,-6.22636,5.044805,1.73,6.8802454,5.1502454, Rocket_01,-51,0.086,5.94,-51,0.5831734,6.201015,0.5615249,8.25,11.6144182,3.3644182
SONA1, Female,10, RollerSkate_01,-1.78,1.16,5.94,-1.78,0.8494648,-5.478182,11.4224,1.73,9.9506162,8.2206162, RubberDuck_01,-51,4.48,-2.86,-51,2.38388,6.708257,9.795164,8.25,9.1516848,0.9016848, Watergun_01,-27.05,2.69,-5.4,-27.05,4.159214,-5.51621,1.473803,4.97,11.1348874,6.1648874
