Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot8, Male, Spatial,1, mid_r_mid,-27.05,2.69,5.94,-27.05,2.028818,5.110418,1.060833, , , 
pilot8, Male, Spatial,2, front_l_mid_mid,-1.78,2.48,-2.86,-1.78,1.800542,-4.01987,1.344233, , , 
pilot8, Male, Spatial,3, far_l_bottom_mid,-51,1.16,-5.31,-51,1.940049,-2.86591,2.565551, , , 
pilot8, Male, Spatial,4, front_l_midmid_top,-1.78,4.48,-4.11,-1.78,6.112068,-6.74628,3.100583, , , 
pilot8, Male, Spatial,5, far_r_midmid_bottom,-51,0.086,4.55,-51,0.2154245,7.228177,2.681302, , , 
pilot8, Male, Spatial,6, mid_l_midmid_bottom,-27.05,0.086,-4.11,-27.05,0.7734039,-5.566934,1.610956, , , 
pilot8, Male, Temporal,1, mid_l_mid,-27.05,2.69,-5.4, , , , ,4.97,2.3027594,-2.6672406
pilot8, Male, Temporal,2, front_r_mid_bottom,-1.78,0.086,3.09, , , , ,1.73,1.6156761,-0.1143239
pilot8, Male, Temporal,3, far_r_bottom_mid,-51,1.16,5.94, , , , ,8.25,2.9905872,-5.2594128
pilot8, Male, Temporal,4, far_r_mid_top,-51,4.48,3.09, , , , ,8.25,5.0228322,-3.2271678
pilot8, Male, Temporal,5, front_l_mid_top,-1.78,4.48,-2.86, , , , ,1.73,4.1761216,2.4461216
pilot8, Male, Temporal,6, mid_r_bottom_mid,-27.05,1.16,5.94, , , , ,4.97,2.0306745,-2.9393255
pilot8, Male, Spatial,1, mid_r_mid,-27.05,2.69,5.94,-27.05,2.193668,1.572436,4.395675, , , 
pilot8, Male, Spatial,2, far_l_bottom_mid,-51,1.16,-5.31,-51,2.117575,-1.382232,4.04281, , , 
pilot8, Male, Spatial,3, front_r_bottom_mid,-1.78,1.16,5.94,-1.780002,2.066836,5.249923,1.139543, , , 
pilot8, Male, Spatial,4, far_l_mid_mid,-51,3.02,-2.86,-51,5.046898,-3.626771,2.167084, , , 
pilot8, Male, Spatial,5, front_r_mid,-1.78,2.25,5.94,-1.780002,2.244372,3.284372,2.655634, , , 
pilot8, Male, Spatial,6, mid_l_top,-27.05,4.48,-5.4,-27.05,4.983476,-3.436536,2.026988, , , 
pilot8, Male, Temporal,1, mid_l_midmid_top,-27.05,4.48,-4.11, , , , ,4.97,4.4157301,-0.5542699
pilot8, Male, Temporal,2, front_l_bottom_mid,-1.78,1.16,-5.31, , , , ,1.73,2.3841001,0.6541001
pilot8, Male, Temporal,3, front_r_top_mid,-1.78,3.36,5.94, , , , ,1.73,2.9591521,1.2291521
pilot8, Male, Temporal,4, far_r_bottom_mid,-51,1.16,5.94, , , , ,8.25,4.2244492,-4.0255508
pilot8, Male, Temporal,5, far_l_midmid_top,-51,4.48,-4.11, , , , ,8.25,4.1447734,-4.1052266
pilot8, Male, Temporal,6, mid_r_mid,-27.05,2.69,5.94, , , , ,4.97,2.6544385,-2.3155615
pilot8, Male, Spatial,1, front_l_top_mid,-1.78,3.36,-5.31,-1.78,4.159202,-4.79341,0.9516243, , , 
pilot8, Male, Spatial,2, front_r_bottom_mid,-1.78,1.16,5.94,-1.780002,5.630192,7.633946,4.780384, , , 
pilot8, Male, Spatial,3, far_l_midmid_bottom,-51,0.086,-4.11,-51,1.597661,-1.470999,3.04129, , , 
pilot8, Male, Spatial,4, mid_l_top,-27.05,4.48,-5.4,-27.05,2.472647,-2.739085,3.333157, , , 
pilot8, Male, Spatial,5, far_r_mid_top,-51,4.48,3.09,-51,3.563219,1.775342,1.602752, , , 
pilot8, Male, Spatial,6, mid_r_midmid_bottom,-27.05,0.086,4.55,-27.05,1.11579,2.891253,1.952411, , , 
pilot8, Male, Temporal,1, far_l_mid_top,-51,4.48,-2.86, , , , ,8.25,5.8082498,-2.4417502
pilot8, Male, Temporal,2, far_r_top_mid,-51,3.36,5.94, , , , ,8.25,6.23857,-2.01143
pilot8, Male, Temporal,3, front_l_mid,-1.78,2.48,-5.31, , , , ,1.73,2.8300286,1.1000286
pilot8, Male, Temporal,4, front_l_midmid_bottom,-1.78,0.086,-4.11, , , , ,1.73,3.7115056,1.9815056
pilot8, Male, Temporal,5, front_r_bottom,-1.78,0.086,5.94, , , , ,1.73,5.3116229,3.5816229
pilot8, Male, Temporal,6, front_r_mid_bottom,-1.78,0.086,3.09, , , , ,1.73,3.6475705,1.9175705
pilot8, Male, Spatial,1, front_l_top,-1.78,4.48,-5.31,-1.78,4.514264,-3.322417,1.987879, , , 
pilot8, Male, Spatial,2, far_l_mid_bottom,-51,0.086,-2.86,-51,1.623022,-1.128612,2.315198, , , 
pilot8, Male, Spatial,3, far_r_midmid_top,-51,4.48,4.55,-51,2.409241,0.9891173,4.119215, , , 
pilot8, Male, Spatial,4, mid_r_bottom,-27.05,0.086,5.94,-27.05,1.902004,1.686564,4.624887, , , 
pilot8, Male, Spatial,5, mid_l_bottom_mid,-27.05,1.16,-5.31,-27.05,2.257075,-2.485466,3.03011, , , 
pilot8, Male, Spatial,6, front_r_mid_bottom,-1.78,0.086,3.09,-1.780001,1.58496,1.128606,2.468592, , , 
