Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
Demo7, Male, 30, Pineapple (1), -1.78, 2.48, -5.31, -1.78, 1.318656, -4.349575, 1.507029, 1.73, 0.4939481, -1.2360519, SeaHorse_01 (1), -27.05, 0.086, 5.94, -27.05, 2.269751, 6.568727, 2.272458, 4.97, 0.5244516, -4.4455484, Bag (1), -51, 4.48, -4.11, -51, 6.543254, -5.883992, 2.721041, 8.25, 0.5904778, -7.6595222, 
Demo7, Male, 
