Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
control3, Female, 11, Sheep_01, -27.05, 2.69, 5.94, -27.05, -1.838878, 8.737168, 5.323052, 4.97, 2.7671543, -2.2028457, RugbyBall_01, -1.78, 0.086, 3.09, -1.780002, 6.30228, 9.092259, 8.641137, 1.73, 4.2554088, 2.5254088, Watergun_02, -51, 3.02, -5.3744, -51, -1.39506, -9.269822, 5.887874, 8.25, 3.9995562, -4.2504438
control3, Female, 12, ToyBlocks_01, -51, 3.02, 5.94, -51, 3.106702, 10.47452, 4.535346, 8.25, 4.3805309, -3.8694691, Shield_01, -1.78, 4.48, 3.09, -1.780002, 7.037786, 7.519818, 5.115228, 1.73, 5.4886795, 3.7586795, TeddyBear_01, -27.05, 0.086, -4.11, -27.05, -1.547213, -9.941857, 6.056232, 4.97, 4.1435559, -0.8264441
control3, Female, 13, Watergun_03, -51, 4.48, 3.09, -51, 2.840397, -10.41111, 13.60031, 8.25, 5.4545118, -2.7954882, ToyStacker_01, -1.78, 4.48, 5.94, -1.780002, 7.545022, 9.815075, 4.940705, 1.73, 4.8464899, 3.1164899, ToyTrumpet_01, -27.05, 4.48, -5.4, -27.05, -1.597935, -10.10671, 7.687288, 4.97, 4.7195771, -0.2504229
control3, Female, 14, Bell_01, -1.78, 4.48, -4.11, -1.78, -1.699416, -9.536093, 8.223604, 1.73, 5.3740412, 3.6440412, CongaDrum_01, -27.05, 0.086, -5.4, -27.05, 3.106697, 7.786097, 13.52767, 4.97, 4.6078342, -0.3621658, FrenchHorn_01, -51, 0.086, 3.09, -51, -2.282733, 7.545202, 5.045763, 8.25, 4.6547112, -3.5952888
control3, Female, 15, Headphones_01, -1.78, 0.086, -2.86, -1.78, -1.433113, -8.267997, 5.617307, 1.73, 4.9610193, 3.2310193, Microphone_01, -51, 4.48, 3.09, -51, 6.581302, 9.447355, 6.695628, 8.25, 4.6390586, -3.6109414, Maraca_01, -27.05, 3.36, -5.31, -27.05, 6.670033, -10.86757, 6.468606, 4.97, 5.4218367, 0.4518367
control3, Female, 16, PanFlute_01, -27.05, 2.69, -2.86, -27.05, -1.889599, -8.927382, 7.601701, 4.97, 6.4293231, 1.4593231, Radio_01, -1.78, 1.16, -5.31, -1.78, -1.838907, -10.65202, 6.126224, 1.73, 6.1917559, 4.4617559, Phonograph_01, -51, 0.086, 3.09, -51, -2.041799, 7.633969, 5.017488, 8.25, 6.1904241, -2.0595759
control3, Female, 17, SingleDrum_01, -1.78, 0.086, 5.94, -1.780002, -1.496521, 10.77883, 5.091034, 1.73, 5.4712322, 3.7412322, Tuba_01, -51, 0.086, -5.41, -51, -1.28093, -10.37307, 5.14787, 8.25, 6.1759845, -2.0740155, Tambourine_01, -27.05, 2.69, 5.94, -27.05, 4.133854, 8.610359, 3.03571, 4.97, 4.9439217, -0.0260783
control3, Female, 18, CongaDrum_02, -51, 1.16, 5.94, -51, 2.865758, 9.751701, 4.175964, 8.25, 5.6474957, -2.6025043, Trumpet_01, -1.78, 2.48, -2.86, -1.78, 1.990753, -10.28427, 7.440374, 1.73, 4.9914247, 3.2614247, Casette_01, -27.05, 1.16, -5.31, -27.05, 1.483536, -6.556047, 1.287365, 4.97, 5.3443135, 0.3743135
control3, Female, 19, Harmonica_01, -51, 3.02, 3.09, -51, -0.9258673, -10.61401, 14.26078, 8.25, 6.3823974, -1.8676026, Gong_01, -27.05, 1.16, -5.31, -27.05, 0.8621619, -10.61395, 5.312302, 4.97, 4.7985158, -0.1714842, DoubleBass_01, -1.78, 2.25, 5.94, -1.780002, 2.003428, 10.22087, 4.287961, 1.73, 6.2244241, 4.4944241
control3, Female, 20, Harp_01, -1.78, 4.48, 4.55, -1.780002, 5.655553, 10.23355, 5.803846, 1.73, 6.7015359, 4.9715359, CongaDrum_03, -51, 1.16, -5.31, -51, 0.03788853, -10.90567, 5.707073, 8.25, 4.1749984, -4.0750016, Saxophone_01, -27.05, 0.086, -4.11, -27.05, 0.1647153, -9.01615, 4.906781, 4.97, 5.0877784, 0.1177784
control3, Female, 21, RacoonPlush_01 (1), -1.78, 4.48, -5.31, -1.78, 8.077621, -9.586818, 5.588743, 1.73, 4.6865275, 2.9565275, Avocado_01 (1), -51, 4.48, 3.09, -51, 0.4690442, -10.2209, 13.90208, 8.25, 5.2949887, -2.9550113, IceCream02 (1), -27.05, 1.16, -5.31, -27.05, 3.144733, -7.329584, 2.831587, 4.97, 5.0379807, 0.0679806999999997
control3, Female, 22, BalloonFlower_01 (1), -51, 1.16, 5.94, -51, 2.612139, 10.61401, 4.894393, 8.25, 5.2166928, -3.0333072, Binocular_01 (1), -1.78, 3.36, -5.31, -1.78, 3.563197, -11.41288, 6.106261, 1.73, 5.0703223, 3.3403223, BalloonDog_01 (1), -27.05, 0.086, 4.55, -27.05, -0.3932421, -8.407464, 12.96632, 4.97, 4.9584076, -0.0115923999999996
control3, Female, 23, Starfish (1), -1.78, 2.25, 3.09, -1.780002, 2.815016, 4.349574, 1.380497, 1.73, 4.1759912, 2.4459912, Panda_01 (1), -27.05, 0.086, -5.4, -27.05, -0.9131634, -8.825935, 3.568664, 4.97, 4.3345859, -0.6354141, Bucket (1), -51, 4.48, 4.55, -51, 5.99797, 8.7499, 4.465802, 8.25, 5.9992714, -2.2507286
control3, Female, 24, BadmintonBall (1), -27.05, 4.48, 5.94, -27.05, 5.541433, 8.546954, 2.814756, 4.97, 4.7524786, -0.2175214, IceCream_01 (1), -51, 4.48, -4.11, -51, 6.999772, 8.87671, 13.2289, 8.25, 5.7108491, -2.5391509, Case01 (1), -1.78, 0.086, 5.94, -1.780002, -1.509196, 11.07049, 5.372764, 1.73, 6.2237704, 4.4937704
control3, Female, 25, Camera_01 (1), -51, 3.02, 5.94, -51, -0.9765892, -10.15749, 16.5862, 8.25, 6.6064344, -1.6435656, Watermelon (1), -27.05, 0.086, -2.86, -27.05, -1.788146, -6.568728, 4.155369, 4.97, 4.8318768, -0.1381232, Book (1), -1.78, 2.25, 3.09, -1.780002, 2.903784, 4.527108, 1.578833, 1.73, 3.2789057, 1.5489057
control3, Female, 26, Football_01 (1), -27.05, 4.48, -4.11, -27.05, 7.113873, 8.546954, 12.9281, 4.97, 5.3587175, 0.3887175, Ship (1), -1.78, 4.48, 5.94, -1.780002, 7.519662, 8.800596, 4.174034, 1.73, 4.7985041, 3.0685041, Alpaca_01 (2), -51, 0.086, 5.94, -51, -1.699411, -10.57597, 16.61219, 8.25, 6.225355, -2.024645
control3, Female, 27, CoconutOpen (1), -1.78, 1.16, -5.31, -1.78, -0.08892727, -10.96904, 5.795222, 1.73, 5.3423333, 3.6123333, Sunglasses (1), -51, 0.086, 4.55, -51, -2.092521, 8.648452, 4.641472, 8.25, 4.3042764, -3.9457236, PiggyBank_01 (1), -27.05, 3.36, -5.31, -27.05, 4.767894, -9.992581, 4.889656, 4.97, 4.1282306, -0.8417694
control3, Female, 28, WoodenClock_01 (1), -51, 3.36, -5.31, -51, 4.311391, -10.7535, 5.526015, 8.25, 5.0873404, -3.1626596, Controller_01 (1), -1.78, 0.086, -4.11, -1.78, -1.750139, -11.00709, 7.137311, 1.73, 4.7831468, 3.0531468, Ship_01 (1), -27.05, 2.69, 5.94, -27.05, 3.132057, 5.858594, 0.4494905, 4.97, 4.1929795, -0.7770205
control3, Female, 29, Camera (1), -1.78, 0.086, -2.86, -1.78, -2.333458, -8.71183, 6.332274, 1.73, 4.2859798, 2.5559798, Bird_01 (1), -51, 3.36, 5.94, -51, 4.628419, 7.672014, 2.146802, 8.25, 4.333158, -3.916842, WateringCan_01 (1), -27.05, 4.48, 4.55, -27.05, 7.67183, 9.104916, 5.561927, 4.97, 5.1822234, 0.2122234
control3, Female, 30, SeaHorse_01 (1), -27.05, 0.086, 5.94, -27.05, -1.509168, 10.52518, 4.854736, 4.97, 4.1895845, -0.7804155, Bag (1), -51, 4.48, -4.11, -51, 5.604859, -9.345907, 5.355374, 8.25, 5.3595745, -2.8904255, Pineapple (1), -1.78, 2.48, -5.31, -1.78, 2.941821, -11.33679, 6.04446, 1.73, 4.6401534, 2.9101534
control3, Female, 
