Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
Demo0, Male, Temporal, 1, far_r_bottom, -51.33, 0.086, 5.94, , , , ,8.25, 1.997406, -6.252594
Demo0, Male, Temporal, 2, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 1.152771, -0.577229
Demo0, Male, Temporal, 3, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 2.070892, -2.899107
Demo0, Male, Temporal, 4, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 1.511261, -0.218739
Demo0, Male, Temporal, 5, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 1.407593, -3.562407
Demo0, Male, Temporal, 6, far_l_mid_top, -51.33, 4.48, -2.86, , , , ,8.25, 1.150604, -7.099396
Demo0, Male, 
