Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot1, Male, 1, Abacus_01, -1.78, 0.086, 4.55, -1.780002, 3.398336, 5.326009, 3.402023, 1.73, 1.8232606, 0.0932606, Ball_01, -51, 3.02, -2.86, -51, 2.91648, 3.233658, 6.094537, 8.25, 3.1492747, -5.1007253, Car_03, -27.05, 4.48, 4.55, -27.05, 3.195465, -3.22096, 7.876412, 4.97, 4.2394387, -0.7305613
pilot1, Male, 2, Doll_01, -27.05, 0.086, -5.4, -27.05, 0.7353578, -4.818758, 0.8714975, 4.97, 3.376981, -1.593019, Bee_01, -1.78, 3.36, -5.31, -1.78, 2.726249, -4.717323, 0.8677018, 1.73, 3.1033627, 1.3733627, Boat_01, -51, 3.02, 3.09, -51, 2.865758, 3.449234, 0.3909475, 8.25, 4.1909815, -4.0590185
pilot1, Male, 3, Boomerang_01, -51, 3.02, 3.09, -51, 2.548732, 2.980037, 0.4839274, 8.25, 4.3986099, -3.8513901, Car_02, -27.05, 1.16, 5.94, -27.05, 2.637497, -4.869482, 10.90999, 4.97, 3.3415326, -1.6284674, Basketball_01, -1.78, 2.48, -5.31, -1.780002, 2.295094, 4.539789, 9.851524, 1.73, 4.7995585, 3.0695585
pilot1, Male, 4, Bucket_01, -1.78, 0.086, 3.09, -1.780002, 0.836779, 2.751771, 0.8234489, 1.73, 4.0952823, 2.3652823, Bunny_01, -27.05, 0.086, -2.86, -27.05, 0.7860793, -2.282571, 0.9074885, 4.97, 6.0006908, 1.0306908, Ball_02, -51, 4.48, 5.94, -51, 1.001654, 2.498158, 4.89338, 8.25, 5.5507948, -2.6992052
pilot1, Male, 5, Dinosaur_01, -51, 4.48, -5.417, -51, 3.106702, -2.903954, 2.8638, 8.25, 5.1356823, -3.1143177, Darts_01, -27.05, 3.36, 5.94, -27.05, 3.436397, 5.072375, 0.8709822, 4.97, 4.432164, -0.537836, Car_04, -1.78, 4.48, -2.86, -1.78, 5.046872, -3.639441, 0.96378, 1.73, 3.3596829, 1.6296829
pilot1, Male, 6, DumpTruck_01, -27.05, 4.48, 5.94, -27.05, 2.24439, 3.005383, 3.689164, 4.97, 3.8392687, -1.1307313, Doll_03, -1.78, 1.16, 5.94, -1.780002, 2.282418, 4.970941, 1.482868, 1.73, 2.9439634, 1.2139634, Fish_01, -51, 1.16, -5.31, -51, 2.282436, -2.827867, 2.724123, 8.25, 4.5909411, -3.6590589
pilot1, Male, 7, Horse_01, -51, 3.36, 5.94, -51, 2.967211, 3.38583, 2.584195, 8.25, 5.214612, -3.035388, Helicopter_01, -1.78, 0.086, -5.36, -1.78, 0.8875109, -2.789816, 2.692261, 1.73, 4.9749677, 3.2449677, Doll_02, -27.05, 1.16, 5.94, -27.05, 2.726265, 5.452803, 1.640288, 4.97, 3.7290487, -1.2409513
pilot1, Male, 8, Plane_01, -51, 0.086, 5.94, -51, 2.523371, 3.068804, 3.766237, 8.25, 5.2469331, -3.0030669, Kite_01, -27.05, 4.48, 3.09, -27.05, 2.954522, 2.853211, 1.543746, 4.97, 4.3347381, -0.6352619, Car_01, -1.78, 2.48, -5.31, -1.78, 4.032388, -4.032551, 2.010419, 1.73, 3.4876084, 1.7576084
pilot1, Male, 9, Rocket_01, -51, 0.086, 5.94, -51, 0.7860708, 3.576046, 2.465437, 8.25, 5.1033838, -3.1466162, Shield_02, -27.05, 4.48, 4.55, -27.05, 3.144733, 3.702834, 1.581338, 4.97, 4.6874752, -0.2825248, Robot_01, -1.78, 4.48, -2.86, -1.78, 5.401934, -4.324214, 1.730284, 1.73, 2.1749219, 0.4449219
pilot1, Male, 10, RollerSkate_01, -1.78, 1.16, 5.94, -1.780002, 3.08132, 4.121315, 2.645578, 1.73, 3.9525681, 2.2225681, RubberDuck_01, -51, 4.48, -2.86, -51, 2.38388, -6.758981, 4.426712, 8.25, 3.758727, -4.491273, Watergun_01, -27.05, 2.69, -5.4, -27.05, 2.675543, -4.666587, 0.7335552, 4.97, 4.3995804, -0.5704196
