Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot14, Male, 1, Abacus_01, -1.78, 0.086, 4.55, -1.780002, -0.9591913, 5.263071, 1.265265, 1.73, 4.0956507, 2.3656507, Car_03, -27.05, 4.48, 4.55, -27.05, 6.347672, 5.263057, 1.999162, 4.97, 5.9344157, 0.9644157, Ball_01, -51, 3.02, -2.86, -51, 2.433769, -7.373666, 4.551577, 8.25, 10.4166484, 2.1666484
pilot14, Male, 2, Boat_01, -51, 3.02, 3.09, -51, -0.9191031, -4.207799, 8.293034, 8.25, 4.8651896, -3.3848104, Doll_01, -27.05, 0.086, -5.4, -27.05, -0.665288, -8.241893, 2.939522, 4.97, 6.527308, 1.557308, Bee_01, -1.78, 3.36, -5.31, -1.780002, 6.614823, 3.192573, 9.104264, 1.73, 8.7987378, 7.0687378
pilot14, Male, 3, Boomerang_01, -51, 3.02, 3.09, -51, 3.088323, 2.952136, 0.1538653, 8.25, 7.9196329, -0.3303671, Car_02, -27.05, 1.16, 5.94, -27.05, 0.0961206, 6.839301, 1.393047, 4.97, 5.5657221, 0.5957221, Basketball_01, -1.78, 2.48, -5.31, -1.78, 0.8842181, -3.994057, 2.068387, 1.73, 5.3113613, 3.5813613
pilot14, Male, 4, Ball_02, -51, 4.48, 5.94, -51, 6.628215, 8.709475, 3.50497, 8.25, 7.3918697, -0.8581303, Bunny_01, -27.05, 0.086, -2.86, -27.05, 0.1094806, -2.658246, 0.2031161, 4.97, 4.8951044, -0.0748955999999996, Bucket_01, -1.78, 0.086, 3.09, -1.780002, -1.132849, 4.595168, 1.936782, 1.73, 4.3184079, 2.5884079
pilot14, Male, 5, Car_04, -1.78, 4.48, -2.86, -1.780001, 0.9242973, 2.123928, 6.1223, 1.73, 4.9757946, 3.2457946, Darts_01, -27.05, 3.36, 5.94, -27.05, 3.435624, 1.80333, 4.137361, 4.97, 7.8706709, 2.9006709, Dinosaur_01, -51, 4.48, -5.417, -51, -0.211129, -2.831916, 5.356244, 8.25, 2.6882661, -5.5617339
pilot14, Male, 6, Fish_01, -51, 1.16, -5.31, -51, 0.1361783, -5.81077, 1.139729, 8.25, 9.2904426, 1.0404426, DumpTruck_01, -27.05, 4.48, 5.94, -27.05, 1.164756, 1.20222, 5.782509, 4.97, 6.0457415, 1.0757415, Doll_03, -1.78, 1.16, 5.94, -1.780001, -0.07756114, -2.204079, 8.237572, 1.73, 2.9771254, 1.2471254
pilot14, Male, 7, Helicopter_01, -1.78, 0.086, -5.36, -1.78, -0.5050159, -7.547297, 2.265738, 1.73, 2.4967214, 0.7667214, Doll_02, -27.05, 1.16, 5.94, -27.05, -0.3179836, 8.188462, 2.690728, 4.97, 3.9509164, -1.0190836, Horse_01, -51, 3.36, 5.94, -51, 6.641574, 4.060859, 3.781521, 8.25, 6.4497565, -1.8002435
pilot14, Male, 8, Plane_01, -51, 0.086, 5.94, -51, -0.4248579, 8.095003, 2.214727, 8.25, 7.424357, -0.825643, Car_01, -1.78, 2.48, -5.31, -1.78, -1.146199, -7.320211, 4.146114, 1.73, 5.1168792, 3.3868792, Kite_01, -27.05, 4.48, 3.09, -27.05, 3.261966, 2.097207, 1.571383, 4.97, 5.8221788, 0.8521788
pilot14, Male, 9, Robot_01, -1.78, 4.48, -2.86, -1.78, 7.215935, -7.106482, 5.051529, 1.73, 1.3107951, -0.4192049, Shield_02, -27.05, 4.48, 4.55, -27.05, 4.611127, 4.221131, 0.354047, 4.97, 3.9198339, -1.0501661, Rocket_01, -51, 0.086, 5.94, -51, 6.561425, 9.417453, 7.350089, 8.25, 8.0626059, -0.187394100000001
pilot14, Male, 10, RubberDuck_01, -51, 4.48, -2.86, -51, 4.958448, -4.742123, 1.941984, 8.25, 6.877868, -1.372132, RollerSkate_01, -1.78, 1.16, 5.94, -1.780002, -0.03748202, 2.978844, 3.194121, 1.73, 6.2216488, 4.4916488, Watergun_01, -27.05, 2.69, -5.4, -27.05, 0.296488, -5.423354, 2.393626, 4.97, 2.9429281, -2.0270719
