Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot15, Female, 1, Ball_01, -51, 3.02, -2.86, -51, 2.365511, -0.8738592, 2.091198, 8.25, 8.2538668, 0.00386679999999906, Car_03, -27.05, 4.48, 4.55, -27.05, 1.571094, 1.4829, 4.227155, 4.97, 5.484028, 0.514028, Abacus_01, -1.78, 0.086, 4.55, -1.780002, 0.988508, 3.151173, 1.664703, 1.73, 3.5058615, 1.7758615
pilot15, Female, 2, Boat_01, -51, 3.02, 3.09, -51, 2.272826, 1.403467, 1.844631, 8.25, 8.2530034, 0.00300339999999899, Bee_01, -1.78, 3.36, -5.31, -1.78, 2.656771, -3.217376, 2.207624, 1.73, 3.3721373, 1.6421373, Doll_01, -27.05, 0.086, -5.4, -27.05, 1.84914, -2.144912, 3.701927, 4.97, 5.8651142, 0.8951142
pilot15, Female, 3, Car_02, -27.05, 1.16, 5.94, -27.05, 1.743224, 2.303792, 3.682684, 4.97, 4.525023, -0.444977, Boomerang_01, -51, 3.02, 3.09, -51, 2.948079, 1.522629, 1.56902, 8.25, 8.6890194, 0.439019399999999, Basketball_01, -1.78, 2.48, -5.31, -1.78, 1.677001, -3.535141, 1.948059, 1.73, 2.8364034, 1.1064034
pilot15, Female, 4, Ball_02, -51, 4.48, 5.94, -51, 3.371767, 1.615311, 4.464427, 8.25, 8.6348336, 0.3848336, Bucket_01, -1.78, 0.086, 3.09, -1.780002, 0.8561096, 2.648045, 0.8879151, 1.73, 2.321905, 0.591905, Bunny_01, -27.05, 0.086, -2.86, -27.05, 1.385733, -1.482903, 1.893595, 4.97, 8.5014223, 3.5314223
pilot15, Female, 5, Car_04, -1.78, 4.48, -2.86, -1.780001, 1.637278, -2.27732, 2.901824, 1.73, 5.0590916, 3.3290916, Dinosaur_01, -51, 4.48, -5.417, -51, 2.921598, -1.310787, 4.391993, 8.25, 8.9124201, 0.6624201, Darts_01, -27.05, 3.36, 5.94, -27.05, 2.69651, 2.012507, 3.983142, 4.97, 5.8075702, 0.8375702
pilot15, Female, 6, DumpTruck_01, -27.05, 4.48, 5.94, -27.05, 3.106955, 1.906586, 4.260714, 4.97, 5.1704029, 0.2004029, Fish_01, -51, 1.16, -5.31, -51, 1.915342, -1.469671, 3.913907, 8.25, 8.635787, 0.385786999999999, Doll_03, -1.78, 1.16, 5.94, -1.780002, 1.293037, 3.746984, 2.197048, 1.73, 2.6012955, 0.8712955
pilot15, Female, 7, Helicopter_01, -1.78, 0.086, -5.36, -1.78, 1.054712, -4.06475, 1.617429, 1.73, 2.5346122, 0.8046122, Doll_02, -27.05, 1.16, 5.94, -27.05, 1.928585, 2.317032, 3.703596, 4.97, 4.7463566, -0.2236434, Horse_01, -51, 3.36, 5.94, -51, 2.524392, 1.337265, 4.677971, 8.25, 8.2431277, -0.0068722999999995
pilot15, Female, 8, Plane_01, -51, 0.086, 5.94, -51, 1.769693, 1.125421, 5.10049, 8.25, 6.0300421, -2.2199579, Kite_01, -27.05, 4.48, 3.09, -27.05, 3.411483, 2.237592, 1.366868, 4.97, 5.6185233, 0.6485233, Car_01, -1.78, 2.48, -5.31, -1.78, 2.603818, -3.257097, 2.056634, 1.73, 3.9537977, 2.2237977
pilot15, Female, 9, Robot_01, -1.78, 4.48, -2.86, -1.780001, 4.179406, -2.475924, 0.4877208, 1.73, 4.7240036, 2.9940036, Rocket_01, -51, 0.086, 5.94, -51, 1.862379, 0.8738567, 5.36855, 8.25, 10.8004643, 2.5504643, Shield_02, -27.05, 4.48, 4.55, -27.05, 2.590594, 2.131669, 3.068906, 4.97, 4.5896434, -0.3803566
pilot15, Female, 10, RubberDuck_01, -51, 4.48, -2.86, -51, 2.934839, -1.310787, 2.188055, 8.25, 9.9289104, 1.6789104, Watergun_01, -27.05, 2.69, -5.4, -27.05, 2.749474, -2.184633, 3.215918, 4.97, 5.3936166, 0.4236166, RollerSkate_01, -1.78, 1.16, 5.94, -1.780002, 0.7237016, 4.687039, 1.326751, 1.73, 2.5797519, 0.8497519
pilot15, Female, 11, Sheep_01, -27.05, 2.69, 5.94, -27.05, 2.35227, 2.052229, 3.902413, 4.97, 5.6619275, 0.6919275, RugbyBall_01, -1.78, 0.086, 3.09, -1.780002, 0.6839789, 4.316312, 1.364339, 1.73, 1.9089714, 0.1789714, Watergun_02, -51, 3.02, -5.3744, -51, 2.815681, -1.191625, 4.187762, 8.25, 5.2488602, -3.0011398
