Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot11, Male, 19, DoubleBass_01, -1.78, 2.25, 5.94, -1.780002, 1.191851, 6.695554, 1.300208, 1.73, 3.0225747, 1.2925747, Harmonica_01, -51, 3.02, 3.09, -51, 3.499811, 4.691974, 1.672286, 8.25, 6.6380026, -1.6119974, Gong_01, -27.05, 1.16, -5.31, -27.05, 0.8114401, -6.518005, 1.257287, 4.97, 4.8935776, -0.0764224000000002
pilot11, Male, 20, Harp_01, -1.78, 4.48, 4.55, -1.780002, 3.347614, 3.056114, 1.874565, 1.73, 2.845182, 1.115182, Saxophone_01, -27.05, 0.086, -4.11, -27.05, -0.07622743, -6.479961, 2.375507, 4.97, 5.2300541, 0.2600541, CongaDrum_03, -51, 1.16, -5.31, -51, 2.675546, -3.195616, 2.601441, 8.25, 7.6645673, -0.5854327
pilot11, Male, 21, IceCream02 (1), -27.05, 1.16, -5.31, -27.05, 1.255279, -6.251705, 0.946513, 4.97, 4.3677659, -0.6022341, Avocado_01 (1), -51, 4.48, 3.09, -51, 5.579498, 3.373148, 1.135372, 8.25, 2.9749156, -5.2750844, RacoonPlush_01 (1), -1.78, 4.48, -5.31, -1.78, 5.034186, -6.23904, 1.081776, 1.73, 3.2473881, 1.5173881
pilot11, Male, 22, BalloonFlower_01 (1), -51, 1.16, 5.94, -51, 1.03969, 5.009, 0.9387411, 8.25, 4.7992799, -3.4507201, Binocular_01 (1), -1.78, 3.36, -5.31, -1.780001, 2.789655, -2.282577, 3.080679, 1.73, 5.9968866, 4.2668866, BalloonDog_01 (1), -27.05, 0.086, 4.55, -27.05, 3.233501, -5.008973, 10.06383, 4.97, 2.384235, -2.585765
pilot11, Male, 23, Bucket (1), -51, 4.48, 4.55, -51, 3.487126, 2.25722, 2.498528, 8.25, 8.0131041, -0.2368959, Panda_01 (1), -27.05, 0.086, -5.4, -27.05, 0.02522564, -6.695538, 1.296962, 4.97, 4.1745402, -0.7954598, Starfish (1), -1.78, 2.25, 3.09, -1.780001, 2.371176, 0.722815, 2.370284, 1.73, 2.7352039, 1.0052039
pilot11, Male, 24, IceCream_01 (1), -51, 4.48, -4.11, -51, 4.184587, -4.248141, 0.3261161, 8.25, 8.0783633, -0.171636700000001, Case01 (1), -1.78, 0.086, 5.94, -1.780002, 0.456356, 6.226357, 0.4681494, 1.73, 2.4621683, 0.7321683, BadmintonBall (1), -27.05, 4.48, 5.94, -27.05, 4.755219, 6.150256, 0.3463418, 4.97, 3.6322365, -1.3377635
pilot11, Male, 25, Camera_01 (1), -51, 3.02, 5.94, -51, 3.119378, 2.739098, 3.202444, 8.25, 9.1340211, 0.8840211, Watermelon (1), -27.05, 0.086, -2.86, -27.05, -0.4820101, -6.923795, 4.1033, 4.97, 4.9755594, 0.0055594000000001, Book (1), -1.78, 2.25, 3.09, -1.780001, 1.825902, 2.016273, 1.154447, 1.73, 2.5762983, 0.8462983
pilot11, Male, 26, Football_01 (1), -27.05, 4.48, -4.11, -27.05, 3.411036, -5.807872, 2.006353, 4.97, 6.0450692, 1.0750692, Alpaca_01 (2), -51, 0.086, 5.94, -51, 0.6973026, 5.389431, 0.8226889, 8.25, 5.9198935, -2.3301065, Ship (1), -1.78, 4.48, 5.94, -1.780001, 3.626594, 2.561556, 3.484564, 1.73, 2.559281, 0.829281
pilot11, Male, 27, Sunglasses (1), -51, 0.086, 4.55, -51, 1.940049, 3.081485, 2.365171, 8.25, 8.8132597, 0.5632597, PiggyBank_01 (1), -27.05, 3.36, -5.31, -27.05, 1.420129, -5.617658, 1.964116, 4.97, 2.9591715, -2.0108285, CoconutOpen (1), -1.78, 1.16, -5.31, -1.78, 3.195449, -7.456414, 2.958064, 1.73, 6.6703391, 4.9403391
pilot11, Male, 28, WoodenClock_01 (1), -51, 3.36, -5.31, -51, 4.019736, -4.311546, 1.196729, 8.25, 7.8577723, -0.3922277, Controller_01 (1), -1.78, 0.086, -4.11, -1.78, 0.2154131, -5.364054, 1.260713, 1.73, 2.5736505, 0.8436505, Ship_01 (1), -27.05, 2.69, 5.94, -27.05, 3.385675, 2.802486, 3.213714, 4.97, 4.5928007, -0.3771993
pilot11, Male, 29, WateringCan_01 (1), -27.05, 4.48, 4.55, -27.05, 0.4690545, -4.920206, 10.28458, 4.97, 3.7596456, -1.2103544, Bird_01 (1), -51, 3.36, 5.94, -51, 1.534254, 4.057924, 2.622129, 8.25, 10.1729066, 1.9229066, Camera (1), -1.78, 0.086, -2.86, -1.780001, 1.30598, 1.648525, 4.670669, 1.73, 6.1901861, 4.4601861
pilot11, Male, 30, Bag (1), -51, 4.48, -4.11, -51, 4.691826, -4.98364, 0.8989529, 8.25, 7.9987333, -0.2512667, Pineapple (1), -1.78, 2.48, -5.31, -1.78, 2.497991, -6.023464, 0.7136906, 1.73, 2.6214932, 0.8914932, SeaHorse_01 (1), -27.05, 0.086, 5.94, -27.05, 1.648386, 4.920205, 1.865753, 4.97, 4.8481569, -0.1218431
pilot11, Male, 
