Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot3, Male, Temporal, 5, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 4.2389399, -0.7310601
pilot3, Male, Temporal, 6, far_l_midmid_top, -51, 4.48, -4.11, , , , ,8.25, 6.6708866, -1.5791134
pilot3, Male, Spatial, 1, front_r_bottom_mid, -1.78, 1.16, 5.94, -1.780002, 0.6972893, 4.666598, 1.354863, , , 
pilot3, Male, Spatial, 2, far_l_midmid_bottom, -51, 0.086, -4.11, -51, 0.6465807, -4.260822, 0.5805153, , , 
pilot3, Male, Spatial, 3, front_l_top_mid, -1.78, 3.36, -5.31, -1.78, 3.449068, -3.436545, 1.875571, , , 
pilot3, Male, Spatial, 4, far_r_mid_top, -51, 4.48, 3.09, -51, 4.197262, 2.510839, 0.6444903, , , 
pilot3, Male, Spatial, 5, mid_r_midmid_bottom, -27.05, 0.086, 4.55, -27.05, 0.9889756, 3.563343, 1.337482, , , 
pilot3, Male, Spatial, 6, mid_l_top, -27.05, 4.48, -5.4, -27.05, 4.996151, -4.755354, 0.8258211, , , 
pilot3, Male, Temporal, 1, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 6.6526718, -1.5973282
pilot3, Male, Temporal, 2, front_l_mid, -1.78, 2.48, -5.31, , , , ,1.73, 2.0146459, 0.2846459
pilot3, Male, Temporal, 3, far_r_top_mid, -51, 3.36, 5.94, , , , ,8.25, 7.7585196, -0.4914804
pilot3, Male, Temporal, 4, front_l_midmid_bottom, -1.78, 0.086, -4.11, , , , ,1.73, 2.3492643, 0.6192643
pilot3, Male, Temporal, 5, front_r_bottom, -1.78, 0.086, 5.94, , , , ,1.73, 2.1111474, 0.3811474
pilot3, Male, Temporal, 6, front_r_mid_bottom, -1.78, 0.086, 3.09, , , , ,1.73, 2.3505706, 0.6205706
pilot3, Male, Spatial, 1, front_l_top, -1.78, 4.48, -5.31, -1.78, 4.704486, -4.958262, 0.4172691, , , 
pilot3, Male, Spatial, 2, far_r_midmid_top, -51, 4.48, 4.55, -51, 3.905607, 2.384029, 2.240839, , , 
pilot3, Male, Spatial, 3, far_l_mid_bottom, -51, 0.086, -2.86, -51, 0.8367929, -2.98004, 0.7603286, , , 
pilot3, Male, Spatial, 4, mid_l_bottom_mid, -27.05, 1.16, -5.31, -27.05, 2.472647, -3.855007, 1.959604, , , 
pilot3, Male, Spatial, 5, mid_r_bottom, -27.05, 0.086, 5.94, -27.05, 0.4436936, 5.249908, 0.7772845, , , 
pilot3, Male, Spatial, 6, front_r_mid_bottom, -1.78, 0.086, 3.09, -1.78, 1.039676, -2.827858, 5.994209, , , 
pilot3, Male, Temporal, 1, far_l_top_mid, -51, 3.36, -5.31, , , , ,8.25, 5.214141, -3.035859
pilot3, Male, Temporal, 2, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 1.9520128, 0.2220128
pilot3, Male, Temporal, 3, far_r_midmid_top, -51, 4.48, 4.55, , , , ,8.25, 7.8232387, -0.426761300000001
pilot3, Male, Temporal, 4, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 2.2542737, 0.5242737
pilot3, Male, Temporal, 5, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 5.261791, 0.291791
pilot3, Male, Temporal, 6, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 8.4972114, 0.247211399999999
pilot3, Male, Spatial, 1, front_l_mid_top, -1.78, 4.48, -2.86, -1.78, 4.83129, -3.931103, 1.127239, , , 
pilot3, Male, Spatial, 2, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, 1.94005, 3.411172, 2.646403, , , 
pilot3, Male, Spatial, 3, far_r_mid_mid, -51, 3.02, 3.09, -51, 3.842199, 3.0054, 0.8265403, , , 
pilot3, Male, Spatial, 4, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.78, 0.709975, -3.816974, 1.559374, , , 
pilot3, Male, Spatial, 5, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 4.235297, 4.04522, 2.445023, , , 
pilot3, Male, Spatial, 6, far_r_top_mid, -51, 3.36, 5.94, -51, 1.635697, 3.335106, 3.123891, , , 
pilot3, Male, Temporal, 1, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 2.1439915, 0.4139915
pilot3, Male, Temporal, 2, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 5.4545182, 0.4845182
pilot3, Male, Temporal, 3, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 7.0061766, -1.2438234
pilot3, Male, Temporal, 4, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 8.605966, 0.355966
pilot3, Male, Temporal, 5, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 3.9987476, -0.9712524
pilot3, Male, Temporal, 6, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 2.4811655, 0.7511655
pilot3, Male, 
