Subject, sex, Block, Trial, LocationName, LocationX, LocationY, LocationZ, ResponseX, ResponseY, ResponseZ, SpatialError, GoalTime, ResponseTime, TemporalError
pilot11, Male, Temporal, 6, front_l_midmid_bottom, -1.78, 0.086, -4.11, , , , ,1.73, 2.9590534, 1.2290534
pilot11, Male, Spatial, 1, far_r_midmid_top, -51, 4.48, 4.55, -51, 3.461765, 2.105047, 2.648509, , , 
pilot11, Male, Spatial, 2, front_l_top, -1.78, 4.48, -5.31, -1.78, 1.737135, -3.664803, 3.198435, , , 
pilot11, Male, Spatial, 3, far_l_mid_bottom, -51, 0.086, -2.86, -51, 0.4690441, -4.704658, 1.884008, , , 
pilot11, Male, Spatial, 4, mid_r_bottom, -27.05, 0.086, 5.94, -27.05, 0.3549258, 6.048809, 0.290104, , , 
pilot11, Male, Spatial, 5, front_r_mid_bottom, -1.78, 0.086, 3.09, -1.780001, 0.1012843, 2.333299, 0.7568553, , , 
pilot11, Male, Spatial, 6, mid_l_bottom_mid, -27.05, 1.16, -5.31, -27.05, 0.2534826, -5.896639, 1.079777, , , 
pilot11, Male, Temporal, 1, far_l_top_mid, -51, 3.36, -5.31, , , , ,8.25, 7.2776141, -0.9723859
pilot11, Male, Temporal, 2, far_r_midmid_top, -51, 4.48, 4.55, , , , ,8.25, 2.7500494, -5.4999506
pilot11, Male, Temporal, 3, front_l_bottom_mid, -1.78, 1.16, -5.31, , , , ,1.73, 6.3994795, 4.6694795
pilot11, Male, Temporal, 4, mid_r_midmid_bottom, -27.05, 0.086, 4.55, , , , ,4.97, 7.1199458, 2.1499458
pilot11, Male, Temporal, 5, far_l_top, -51, 4.48, -5.417, , , , ,8.25, 8.6867785, 0.436778499999999
pilot11, Male, Temporal, 6, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 1.7917564, 0.0617563999999999
pilot11, Male, Spatial, 1, mid_r_bottom_mid, -27.05, 1.16, 5.94, -27.05, 2.421925, 4.032537, 2.287109, , , 
pilot11, Male, Spatial, 2, far_r_mid_mid, -51, 3.02, 3.09, -51, 4.552336, 2.434754, 1.666553, , , 
pilot11, Male, Spatial, 3, front_l_mid_top, -1.78, 4.48, -2.86, -1.78, 4.488903, -5.110434, 2.250451, , , 
pilot11, Male, Spatial, 4, mid_r_mid, -27.05, 2.69, 5.94, -27.05, 2.1049, 4.831438, 1.253496, , , 
pilot11, Male, Spatial, 5, far_r_top_mid, -51, 3.36, 5.94, -51, 3.436404, 4.907552, 1.035271, , , 
pilot11, Male, Spatial, 6, front_l_bottom_mid, -1.78, 1.16, -5.31, -1.78, 1.724449, -5.085072, 0.6076147, , , 
pilot11, Male, Temporal, 1, far_r_bottom, -51, 0.086, 5.94, , , , ,8.25, 2.9609478, -5.2890522
pilot11, Male, Temporal, 2, mid_r_mid_top, -27.05, 4.48, 3.09, , , , ,4.97, 3.4885774, -1.4814226
pilot11, Male, Temporal, 3, front_l_mid_bottom, -1.78, 0.086, -2.86, , , , ,1.73, 3.471927, 1.741927
pilot11, Male, Temporal, 4, mid_r_mid, -27.05, 2.69, 5.94, , , , ,4.97, 3.6946867, -1.2753133
pilot11, Male, Temporal, 5, far_l_mid_top, -51, 4.48, -2.86, , , , ,8.25, 6.4808217, -1.7691783
pilot11, Male, Temporal, 6, front_l_midmid_top, -1.78, 4.48, -4.11, , , , ,1.73, 1.932862, 0.202862
pilot11, Male, 
