Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot6, Male, 1, Abacus_01, -1.78, 0.086, 4.55, -1.780002, -0.1396492, 4.691959, 0.2665895, 1.73, 3.0854402, 1.3554402, Car_03, -27.05, 4.48, 4.55, -27.05, 1.838597, 3.690153, 2.777831, 4.97, 5.2767012, 0.3067012, Ball_01, -51, 3.02, -2.86, -51, 3.017933, -4.48908, 1.629081, 8.25, 7.1514707, -1.0985293
pilot6, Male, 2, Doll_01, -27.05, 0.086, -5.4, -27.05, 0.6973115, -3.360451, 2.129193, 4.97, 5.8077714, 0.8377714, Boat_01, -51, 3.02, 3.09, -51, 3.157424, 2.574245, 0.5337496, 8.25, 7.8239539, -0.426046100000001, Bee_01, -1.78, 3.36, -5.31, -1.78, 1.128444, -6.175635, 2.393568, 1.73, 2.3335542, 0.6035542
pilot6, Male, 3, Boomerang_01, -51, 3.02, 3.09, -51, 2.219029, 0.9383941, 2.295858, 8.25, 10.7523221, 2.5023221, Basketball_01, -1.78, 2.48, -5.31, -1.78, 0.8494648, -4.628557, 1.767204, 1.73, 3.0232131, 1.2932131, Car_02, -27.05, 1.16, 5.94, -27.05, 0.7987647, 3.347767, 2.617282, 4.97, 6.5896318, 1.6196318
pilot6, Male, 4, Bucket_01, -1.78, 0.086, 3.09, -1.780002, 0.5197631, 3.144881, 0.4372212, 1.73, 5.6802597, 3.9502597, Ball_02, -51, 4.48, 5.94, -51, 0.9889683, -1.445637, 8.169146, 8.25, 8.1895326, -0.0604674000000003, Bunny_01, -27.05, 0.086, -2.86, -27.05, 0.05058622, -3.423855, 0.5649662, 4.97, 3.486589, -1.483411
pilot6, Male, 5, Darts_01, -27.05, 3.36, 5.94, -27.05, 5.262454, 6.150256, 1.914037, 4.97, 5.8080277, 0.8380277, Car_04, -1.78, 4.48, -2.86, -1.78, 6.010625, -6.606789, 4.047375, 1.73, 2.5916177, 0.8616177, Dinosaur_01, -51, 4.48, -5.417, -51, 5.199064, -4.806106, 0.9435283, 8.25, 8.6222024, 0.372202399999999
pilot6, Male, 6, Doll_03, -1.78, 1.16, 5.94, -1.780002, 0.8748251, 6.999898, 1.097592, 1.73, 2.2536419, 0.5236419, Fish_01, -51, 1.16, -5.31, -51, 2.003446, -4.704658, 1.038191, 8.25, 7.9173239, -0.3326761, DumpTruck_01, -27.05, 4.48, 5.94, -27.05, 2.206344, 5.059694, 2.438125, 4.97, 6.3503915, 1.3803915
pilot6, Male, 7, Doll_02, -27.05, 1.16, 5.94, -27.05, 0.7099969, 5.960042, 0.4504491, 4.97, 7.0726402, 2.1026402, Horse_01, -51, 3.36, 5.94, -51, 2.586778, 4.057924, 2.034719, 8.25, 8.1583959, -0.0916040999999996, Helicopter_01, -1.78, 0.086, -5.36, -1.78, 0.6972896, -6.175635, 1.019282, 1.73, 3.9355877, 2.2055877
pilot6, Male, 8, Car_01, -1.78, 2.48, -5.31, -1.78, 0.5451244, -6.530703, 2.287763, 1.73, 3.375208, 1.645208, Plane_01, -51, 0.086, 5.94, -51, 1.331356, 3.233658, 2.979128, 8.25, 6.2536467, -1.9963533, Kite_01, -27.05, 4.48, 3.09, -27.05, 3.258862, 3.499939, 1.28811, 4.97, 4.4311705, -0.5388295
pilot6, Male, 9, Robot_01, -1.78, 4.48, -2.86, -1.78, 0.9635935, -6.606789, 5.138438, 1.73, 3.325323, 1.595323, Rocket_01, -51, 0.086, 5.94, -51, 0.2915175, 5.37675, 0.5995737, 8.25, 5.7426658, -2.5073342, Shield_02, -27.05, 4.48, 4.55, -27.05, 4.882022, 4.552457, 0.4020299, 4.97, 5.0244971, 0.0544970999999999
pilot6, Male, 10, Watergun_01, -27.05, 2.69, -5.4, -27.05, 3.157418, -5.51621, 0.4816477, 4.97, 3.0227874, -1.9472126, RubberDuck_01, -51, 4.48, -2.86, -51, 1.280634, 2.903952, 6.59235, 8.25, 4.9587414, -3.2912586, RollerSkate_01, -1.78, 1.16, 5.94, -1.780002, 0.2027373, 4.94558, 1.380298, 1.73, 1.8070412, 0.0770412
pilot6, Male, 11, RugbyBall_01, -1.78, 0.086, 3.09, -1.780001, 0.215413, 2.307936, 0.7926993, 1.73, 2.3345297, 0.6045297, Sheep_01, -27.05, 2.69, 5.94, -27.05, 1.711793, 7.075963, 1.4991, 4.97, 3.2621185, -1.7078815, Watergun_02, -51, 3.02, -5.3744, -51, 2.079539, -5.922035, 1.088288, 8.25, 5.8234962, -2.4265038
