Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
pilot13, Male, 1, Abacus_01, -1.78, 0.086, 4.55, -1.780002, 0.8494645, 3.005391, 1.72299, 1.73, 2.5601587, 0.8301587, Ball_01, -51, 3.02, -2.86, -51, 2.295112, -1.826067, 1.262727, 8.25, 4.6561498, -3.5938502, Car_03, -27.05, 4.48, 4.55, -27.05, 2.916476, 1.914821, 3.064111, 4.97, 3.2632783, -1.7067217
pilot13, Male, 2, Boat_01, -51, 3.02, 3.09, -51, 2.295112, 2.028961, 1.285016, 8.25, 6.127889, -2.122111, Doll_01, -27.05, 0.086, -5.4, -27.05, 1.267954, -2.472785, 3.156835, 4.97, 3.695709, -1.274291, Bee_01, -1.78, 3.36, -5.31, -1.78, 2.802331, -5.1992, 0.5685695, 1.73, 3.341508, 1.611508
pilot13, Male, 3, Basketball_01, -1.78, 2.48, -5.31, -1.78, 2.320454, -3.132202, 2.183634, 1.73, 3.6006988, 1.8706988, Car_02, -27.05, 1.16, 5.94, -27.05, 2.193668, 2.827849, 3.279322, 4.97, 5.1659865, 0.1959865, Boomerang_01, -51, 3.02, 3.09, -51, 2.345834, 1.952876, 1.32195, 8.25, 5.1508682, -3.0991318
pilot13, Male, 4, Bucket_01, -1.78, 0.086, 3.09, -1.780001, 1.052361, 2.168446, 1.335334, 1.73, 3.2787239, 1.5487239, Ball_02, -51, 4.48, 5.94, -51, 2.675546, 1.470996, 4.819549, 8.25, 5.2955009, -2.9544991, Bunny_01, -27.05, 0.086, -2.86, -27.05, 1.432805, -1.724609, 1.761532, 4.97, 4.9605253, -0.00947470000000017
pilot13, Male, 5, Darts_01, -27.05, 3.36, 5.94, -27.05, 2.498008, 2.84053, 3.217102, 4.97, 3.5817243, -1.3882757, Dinosaur_01, -51, 4.48, -5.417, -51, 2.979887, -1.445637, 4.245241, 8.25, 5.1992477, -3.0507523, Car_04, -1.78, 4.48, -2.86, -1.78, 4.641078, -4.222766, 1.372253, 1.73, 2.4795288, 0.7495288
pilot13, Male, 6, Fish_01, -51, 1.16, -5.31, -51, 1.749826, -1.280784, 4.072159, 8.25, 5.7101978, -2.5398022, Doll_03, -1.78, 1.16, 5.94, -1.780001, 2.244372, 2.269893, 3.82695, 1.73, 3.7146277, 1.9846277, DumpTruck_01, -27.05, 4.48, 5.94, -27.05, 2.54873, 4.45101, 2.438626, 4.97, 2.0633073, -2.9066927
pilot13, Male, 7, Horse_01, -51, 3.36, 5.94, -51, 2.295112, 1.914832, 4.163648, 8.25, 5.7581231, -2.4918769, Helicopter_01, -1.78, 0.086, -5.36, -1.78, 0.8748254, -3.347778, 2.161315, 1.73, 1.9191579, 0.1891579, Doll_02, -27.05, 1.16, 5.94, -27.05, 1.851282, 2.637635, 3.373942, 4.97, 3.3923675, -1.5776325
pilot13, Male, 8, Plane_01, -51, 0.086, 5.94, -51, 1.584975, 1.826065, 4.378515, 8.25, 4.2392468, -4.0107532, Kite_01, -27.05, 4.48, 3.09, -27.05, 3.195465, 2.206482, 1.559049, 4.97, 3.0867535, -1.8832465, Car_01, -1.78, 2.48, -5.31, -1.78, 2.751609, -4.577833, 0.7809227, 1.73, 2.3200757, 0.5900757
pilot13, Male, 9, Rocket_01, -51, 0.086, 5.94, -51, 1.661058, 1.800703, 4.428836, 8.25, 4.9897269, -3.2602731, Shield_02, -27.05, 4.48, 4.55, -27.05, 2.650182, 3.347767, 2.189429, 4.97, 4.0003694, -0.9696306, Robot_01, -1.78, 4.48, -2.86, -1.78, 4.6918, -4.451024, 1.605059, 1.73, 2.991219, 1.261219
pilot13, Male, 10, Watergun_01, -27.05, 2.69, -5.4, -27.05, 2.599451, -3.208279, 2.193591, 4.97, 4.1429081, -0.8270919, RollerSkate_01, -1.78, 1.16, 5.94, -1.780002, 0.9255471, 3.893059, 2.060324, 1.73, 3.2625919, 1.5325919, RubberDuck_01, -51, 4.48, -2.86, -51, 2.612139, -1.547085, 2.283123, 8.25, 4.5584459, -3.6915541
pilot13, Male, 11, RugbyBall_01, -1.78, 0.086, 3.09, -1.780002, 0.5958457, 2.612279, 0.6986841, 1.73, 2.8959725, 1.1659725, Sheep_01, -27.05, 2.69, 5.94, -27.05, 2.206344, 2.853211, 3.124451, 4.97, 4.6229548, -0.3470452, Watergun_02, -51, 3.02, -5.3744, -51, 2.548732, -1.940197, 3.466388, 8.25, 4.6376769, -3.6123231
pilot13, Male, 12, ToyBlocks_01, -51, 3.02, 5.94, -51, 2.459963, 1.394911, 4.579463, 8.25, 4.7513127, -3.4986873, Shield_01, -1.78, 4.48, 3.09, -1.780002, 3.22081, 4.133996, 1.635692, 1.73, 2.606465, 0.876465, TeddyBear_01, -27.05, 0.086, -4.11, -27.05, 1.153826, -2.701042, 1.767885, 4.97, 2.7181628, -2.2518372
pilot13, Male, 13, Watergun_03, -51, 4.48, 3.09, -51, 2.700907, 1.534401, 2.363273, 8.25, 5.2790738, -2.9709262, ToyTrumpet_01, -27.05, 4.48, -5.4, -27.05, 2.57409, -3.018065, 3.050591, 4.97, 3.424158, -1.545842, ToyStacker_01, -1.78, 4.48, 5.94, -1.780002, 3.423707, 4.260807, 1.983795, 1.73, 2.3843554, 0.6543554
pilot13, Male, 14, Bell_01, -1.78, 4.48, -4.11, -1.78, 2.77697, -3.094159, 1.982989, 1.73, 3.3745948, 1.6445948, FrenchHorn_01, -51, 0.086, 3.09, -51, 1.749826, 0.9130325, 2.739983, 8.25, 4.525147, -3.724853, CongaDrum_01, -27.05, 0.086, -5.4, -27.05, 1.470851, -1.914823, 3.750236, 4.97, 4.4313651, -0.5386349
