Subject, sex, Trial, Item1, LocationX1, LocationY1, LocationZ1, ResponseX1, ResponseY1, ResponseZ1, SpatialError1, GoalTime1, ResponseTime1, TemporalError1, Item2, LocationX2, LocationY2, LocationZ2, ResponseX2, ResponseY2, ResponseZ2, SpatialError2, GoalTime2, ResponseTime2, TemporalError2, Item3, LocationX3, LocationY3, LocationZ3, ResponseX3, ResponseY3, ResponseZ3, SpatialError3, GoalTime3, ResponseTime3, TemporalError3
Demo2, Male, 14, FrenchHorn_01, -51, 0.086, 3.09, -51, 0.6862682, -3.567718, 6.684723, 8.25, 0.7364195, -7.5135805, Bell_01, -1.78, 4.48, -4.11, -1.78, 3.797968, -6.639237, 2.619581, 1.73, 0.7029646, -1.0270354, CongaDrum_01, -27.05, 0.086, -5.4, -27.05, 0.1497602, -4.761451, 0.6417242, 4.97, 1.0391332, -3.9308668, 
Demo2, Male, 
